player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Martel Hight,172615,CB,VANDERBILT,13,4,13.6,60.5,99.1,9.4,5.7,0,0,4,10.5,333,71.6,68.4,25.6,58.0,55.9,58.4,4,54,10.3,3,3,3,73.9,23,232,234,7,22,38,3,316,73,1.5,13.7
Bryan Longwell,172620,LB,VANDERBILT,13,7,4.3,68.0,81.1,13.3,9.0,0,0,2,8.0,333,64.1,68.1,84.6,77.3,63.4,52.6,1,22,21.9,7,1,0,69.8,17,240,296,12,18,25,0,166,81,0.7,9.8
Jailen Ruth,172625,S,VANDERBILT,6,2,8.7,100.0,63.4,8.3,8.3,0,0,0,0.0,333,47.9,50.6,82.2,51.2,70.2,78.2,0,19,0.0,0,0,1,109.7,3,26,41,0,0,3,0,31,5,1.2,10.3
Brayden Manley,172683,ED,GA TECH,12,2,9.7,100.0,10.1,7.3,7.3,0,0,0,0.0,176,54.6,66.8,63.0,69.6,64.1,29.8,0,17,45.5,5,0,1,105.6,3,22,218,4,4,3,0,28,-1,1.3,9.3
Anthony Richard Jr.,172789,CB,SO MISS,13,2,9.3,55.6,100.0,13.1,7.3,0,2,8,22.2,296,81.1,79.7,85.2,,63.6,42.3,2,82,25.8,8,7,2,79.4,20,272,272,8,21,36,2,308,178,1.2,15.4
Bradley Thomas,172851,CB,S ALABAMA,1,1,-4.0,100.0,100.0,3.0,3.0,0,0,0,0.0,288,72.5,73.6,71.6,,61.2,74.2,0,4,0.0,0,0,0,83.3,1,4,4,0,0,1,0,4,8,1.3,4.0
Ethan Tookes,172852,CB,KENNESAW,8,0,14.2,88.9,97.6,9.4,8.3,0,0,1,11.1,200,58.3,56.6,0.0,59.1,58.4,77.2,0,34,0.0,0,0,2,158.3,8,82,84,0,8,9,3,114,10,1.5,14.3
Trevon Gola-Callard,172978,S,CINCINNATI,12,7,8.8,44.4,99.4,40.9,18.2,0,1,1,5.6,138,68.4,66.2,45.9,64.4,61.7,55.0,0,19,20.8,5,0,1,57.9,8,354,356,5,12,18,0,81,59,0.2,10.1
Walker Harris,172980,ED,OREGON ST,6,0,8.5,100.0,7.5,1.0,1.0,0,0,0,0.0,265,32.2,41.9,82.9,63.2,39.3,35.1,0,15,,0,0,0,118.8,2,3,40,1,0,2,0,28,11,14.0,14.0
Brevin Hamblin,173004,S,UTAH ST,13,6,9.3,64.4,95.3,13.0,8.4,0,0,8,13.6,329,56.7,62.9,61.7,80.4,66.9,62.5,1,43,20.9,9,6,3,93.8,38,508,533,13,28,59,2,478,238,1.0,12.6
Scooter Jackson,173006,CB,UCLA,12,4,9.8,51.4,92.4,12.4,6.4,1,1,4,10.8,324,62.4,69.2,44.8,75.7,83.1,64.4,2,23,18.8,6,3,5,38.9,19,254,275,9,22,37,0,147,97,0.6,7.7
Brian Simms III,173034,LB,CINCINNATI,12,3,2.5,100.0,69.6,22.3,22.3,0,0,0,0.0,138,73.3,74.3,86.1,58.4,73.5,64.6,0,22,33.3,5,0,0,108.3,4,96,138,6,7,4,0,40,30,0.4,10.0
Justin Benton,173039,DI,E CAROLINA,13,2,,,0.7,,,0,0,0,,156,65.1,63.3,82.3,54.5,65.4,38.5,0,,0.0,0,0,0,0.0,0,1,147,1,1,0,0,0,0,0.0,
Juwon Gaston,173045,S,MIDDLE TN,9,2,8.4,64.3,96.8,12.9,8.3,1,1,3,10.7,224,70.8,71.6,36.2,57.9,74.8,45.3,3,68,25.0,5,2,3,88.4,18,244,252,1,13,28,3,246,164,1.1,13.7
Mikal Harrison-Pilot,173046,CB,TEXAS TECH,2,0,,,50.0,,,0,0,0,,315,60.0,61.2,61.5,60.0,60.0,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Latreveon McCutchin,173048,ED,HOUSTON,12,1,2.3,63.6,26.0,7.0,4.5,1,0,1,9.1,182,86.5,68.2,19.6,64.9,61.3,74.7,2,36,14.3,1,1,3,51.1,7,51,196,4,5,11,0,94,77,1.9,13.4
Chris Pearson,173051,LB,ARK STATE,1,0,,,100.0,,,0,0,0,,113,62.8,62.3,70.1,,,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Jalyn Stanford,173059,S,SM HOUSTON,3,0,21.0,100.0,100.0,18.0,18.0,0,0,0,0.0,281,50.3,45.0,77.5,,42.0,28.8,0,32,0.0,0,0,0,118.8,1,23,23,0,2,1,0,32,11,1.8,32.0
Logan Brantley,173065,LB,KANSAS,4,0,-3.0,100.0,72.0,17.0,17.0,0,0,0,0.0,198,65.1,64.3,76.8,69.8,56.4,51.0,0,-2,0.0,0,0,0,79.2,1,18,25,1,1,1,0,-2,1,-0.1,-2.0
Taylor Davis,173072,S,KANSAS,12,3,13.0,73.1,99.7,15.2,11.1,0,0,1,3.8,198,52.5,55.2,86.7,60.0,59.6,49.0,1,50,14.8,4,0,0,132.7,19,301,302,2,20,26,3,295,118,1.0,15.5
Ezra Vedral,173088,LB,KANSAS,2,0,4.0,100.0,86.7,6.5,6.5,0,0,0,0.0,198,30.3,42.0,72.0,59.2,65.3,79.5,0,45,0.0,0,0,0,158.3,2,13,15,0,1,2,1,51,43,3.9,25.5
Jordan Allen,173089,ED,KANSAS ST,11,0,6.0,100.0,10.0,20.0,20.0,0,1,1,100.0,199,71.5,59.0,62.3,57.0,56.7,85.2,0,6,0.0,0,1,1,91.7,1,21,210,4,5,1,0,6,0,0.3,6.0
Daniel Cobbs,173095,CB,KANSAS ST,11,2,3.7,70.0,92.5,10.1,7.1,0,0,1,3.3,199,64.4,69.7,83.7,61.3,81.8,47.1,3,21,29.4,10,1,0,51.5,21,221,239,8,22,30,1,141,116,0.7,6.7
Ryan Davis,173098,ED,KANSAS ST,9,1,7.0,66.7,12.4,12.5,8.3,1,1,1,33.3,199,62.9,56.0,0.0,62.9,55.9,53.2,0,25,40.0,2,1,5,109.7,2,27,218,4,2,3,0,39,30,1.6,19.5
Jack Fabris,173102,S,KANSAS ST,4,1,,,89.5,,,0,0,0,,199,66.6,67.7,74.9,56.8,67.6,79.5,0,,0.0,0,0,0,0.0,0,17,19,0,0,0,0,0,0,0.0,
Wesley Fair,173103,S,KANSAS ST,12,1,16.7,65.0,98.6,15.5,10.1,0,0,2,10.0,199,54.1,53.3,27.4,58.4,54.5,54.5,0,82,22.2,4,1,1,141.7,13,212,215,2,13,20,2,313,142,1.5,24.1
Justice Clemons,173107,CB,KANSAS ST,7,0,17.0,54.5,100.0,10.8,5.9,0,0,1,9.1,199,51.6,54.1,78.8,,64.3,47.4,0,30,25.0,1,0,1,112.3,6,68,68,1,3,11,1,91,17,1.4,15.2
Terry Kirksey Jr.,173109,LB,ARK STATE,3,1,8.6,70.0,85.4,10.1,7.1,0,0,0,0.0,113,60.5,63.0,79.3,52.9,67.7,89.0,1,22,0.0,0,0,0,95.0,7,76,89,3,6,10,2,83,53,1.2,11.9
Will Lee III,173110,CB,TEXAS A&M,13,2,14.0,55.2,99.1,12.6,6.9,1,0,9,15.5,312,68.5,66.5,85.8,59.2,52.6,61.2,0,54,9.4,3,8,6,108.4,32,436,440,13,27,58,4,520,109,1.3,16.3
Donovan McIntosh,173112,CB,KANSAS ST,11,1,14.1,50.0,100.0,14.0,7.0,1,1,4,10.0,199,65.3,67.0,84.1,,72.3,79.4,1,43,4.8,1,2,1,76.5,20,295,295,4,19,40,2,254,68,0.9,12.7
Asa Newsom,173114,LB,KANSAS ST,9,0,10.7,50.0,74.0,22.7,11.3,0,0,0,0.0,199,57.7,58.7,0.0,61.4,64.4,37.8,0,38,0.0,0,0,2,120.8,3,71,96,2,3,6,1,54,22,0.8,18.0
Chiddi Obiazor,173115,ED,KANSAS ST,12,1,,,0.7,,,0,0,0,,199,69.1,68.6,67.1,66.6,64.3,52.4,0,,33.3,3,0,1,0.0,0,2,282,5,5,0,0,0,0,0.0,
Austin Romaine,173117,LB,KANSAS ST,9,5,3.5,91.7,77.2,17.6,16.2,0,0,2,16.7,199,63.8,76.5,83.8,65.4,80.5,41.2,1,27,38.1,8,2,0,61.5,11,207,268,5,8,12,0,85,45,0.4,7.7
Kanijal Thomas,173120,CB,KANSAS ST,6,1,8.9,50.0,97.4,8.8,4.4,0,0,0,0.0,199,52.3,54.4,0.0,58.6,69.7,54.8,0,11,25.0,1,0,1,56.3,4,37,38,1,2,8,0,21,18,0.6,5.3
Rex Van Wyhe,173123,LB,KANSAS ST,12,1,10.6,40.0,79.1,35.5,14.2,0,0,0,0.0,199,48.2,65.3,79.9,48.7,85.8,72.3,0,27,22.2,2,0,0,68.8,2,72,91,1,6,5,0,40,19,0.6,20.0
Jonathan Bax,173128,ED,TCU,13,1,-2.5,50.0,10.7,16.0,8.0,0,0,0,0.0,305,75.2,62.6,87.3,54.0,65.8,81.6,0,-1,0.0,0,0,0,56.3,1,18,168,2,1,2,0,-1,2,-0.1,-1.0
Max Carroll,173130,LB,TCU,13,2,5.1,85.7,87.3,7.9,6.8,0,0,1,7.1,305,60.7,71.5,11.9,69.4,80.8,74.1,0,29,18.2,2,1,1,127.4,12,103,118,4,7,14,1,124,57,1.3,10.3
Zach Chapman,173132,ED,TCU,11,1,,,0.7,,,1,0,0,,305,62.9,68.7,68.7,61.4,72.9,71.3,0,,60.0,3,0,1,0.0,0,2,296,2,1,0,0,0,0,0.0,
Randon Fontenette,173136,CB,VANDERBILT,13,4,5.2,75.0,86.3,10.9,8.2,0,0,4,8.3,333,69.5,68.2,63.1,59.2,67.5,72.6,0,33,13.2,5,4,2,100.4,36,417,483,10,29,48,1,333,190,0.8,9.3
Vernon Glover Jr.,173137,CB,TCU,13,3,13.5,51.9,98.6,12.3,6.4,0,0,7,13.5,305,66.2,71.0,86.1,51.1,90.0,67.7,1,46,17.1,6,6,2,71.0,27,361,366,5,26,52,0,420,126,1.3,15.6
Hudson Hooper,173138,LB,TCU,1,0,,,50.0,,,0,0,0,,305,60.3,68.1,70.1,57.3,66.8,73.0,0,,,0,0,0,0.0,0,2,4,0,0,0,0,0,0,0.0,
Jamel Johnson,173140,S,TCU,13,2,12.3,66.1,99.6,12.1,8.0,0,0,2,3.4,305,62.7,72.7,58.9,55.9,88.2,90.0,5,43,9.5,4,2,3,100.5,39,508,510,16,36,59,7,553,177,1.2,14.2
Jordan Lester,173142,S,TCU,9,1,10.3,65.0,100.0,6.8,4.4,0,0,1,5.0,305,54.3,57.1,82.4,,65.3,40.2,0,26,35.7,5,1,0,89.2,13,96,96,2,8,20,0,158,72,1.8,12.2
Kylan Salter,173149,LB,COLORADO,2,0,,,66.7,,,0,0,0,,143,60.4,69.5,69.0,60.0,69.7,75.8,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Derion Gullette,173156,LB,MISS STATE,10,1,2.3,87.5,78.1,13.0,11.4,0,0,0,0.0,227,56.9,68.4,82.3,73.3,73.0,59.8,0,62,20.0,3,0,0,158.3,7,100,128,9,11,8,1,114,105,1.3,16.3
Anthony Hill Jr.,173158,LB,TEXAS,10,1,4.5,71.4,74.4,11.9,8.5,0,0,1,3.6,311,63.6,71.6,83.5,60.9,79.7,88.8,2,25,4.8,1,1,2,62.6,20,250,336,11,19,28,0,207,121,0.9,10.4
Liona Lefau,173161,LB,TEXAS,12,6,5.3,77.8,86.7,10.1,7.9,1,0,0,0.0,311,46.9,61.7,5.2,62.0,76.4,65.4,0,62,14.8,4,0,2,137.3,21,222,256,5,17,27,2,298,196,1.4,14.2
Malik Muhammad,173165,CB,TEXAS,11,0,8.3,60.0,98.9,16.7,10.0,1,0,2,5.7,311,69.8,70.8,43.4,67.5,73.5,66.2,2,30,18.5,5,2,3,57.8,21,366,370,11,22,35,1,168,87,0.5,8.0
Colton Vasek,173168,ED,TEXAS,11,1,,,5.7,,,0,0,0,,311,64.0,57.0,27.3,59.1,55.9,26.4,0,,0.0,0,0,1,0.0,0,5,87,0,1,0,0,0,0,0.0,
Ben Cutter,173173,LB,W VIRGINIA,12,2,4.5,72.2,73.0,9.3,6.7,0,0,1,5.6,343,84.0,68.7,18.9,58.9,55.1,52.6,2,18,7.7,1,1,1,39.4,13,127,174,7,10,18,0,72,64,0.6,5.5
James Heard,173179,LB,SYRACUSE,11,1,1.0,71.4,80.0,10.6,7.6,0,0,0,0.0,304,53.6,55.2,79.5,52.1,60.1,50.8,0,19,28.6,2,0,1,84.2,5,56,70,2,4,7,0,38,35,0.7,7.6
Josiah Trotter,173191,LB,MISSOURI,12,7,4.6,84.8,82.2,8.3,7.0,0,0,0,0.0,229,47.9,72.7,9.3,81.6,89.2,78.0,0,32,12.1,4,0,2,108.6,28,245,298,9,22,33,1,252,123,1.1,9.0
Chavez Brown,173197,LB,USF,3,0,,,88.9,,,0,0,0,,327,55.1,61.1,73.1,63.3,61.4,48.8,0,,0.0,0,0,0,0.0,0,8,9,1,1,0,0,0,0,0.0,
Harrison Dempsey,173200,S,N TEXAS,1,0,1.0,100.0,100.0,1.0,1.0,0,0,0,0.0,251,60.0,44.2,64.5,,60.0,,0,6,,0,0,0,91.7,1,1,1,0,0,1,0,6,5,6.0,6.0
Evan Jackson,173204,S,N TEXAS,14,2,7.5,78.9,98.1,16.0,12.6,0,1,1,5.3,251,65.8,69.9,85.0,69.1,74.4,61.2,2,64,10.5,2,1,0,113.6,15,253,258,6,15,19,3,214,122,0.9,14.3
Kollin Lewis,173206,CB,N TEXAS,13,0,11.8,42.1,99.1,25.9,10.9,0,0,1,5.3,251,77.0,75.9,83.6,56.5,68.7,78.5,2,21,0.0,0,1,1,29.8,8,222,224,3,10,19,1,67,26,0.3,8.4
Brian Nelson II,173211,CB,NC STATE,13,4,14.0,68.0,99.7,10.2,7.0,0,0,7,14.0,248,71.6,65.7,85.1,57.8,29.6,53.3,0,84,12.5,4,5,1,122.3,34,376,377,9,24,50,4,443,145,1.3,13.0
Ty Morris,173225,LB,RICE,13,7,5.5,72.4,86.0,17.2,12.5,1,0,1,3.4,275,66.7,67.8,84.8,67.8,65.2,76.3,0,60,13.3,4,1,1,118.6,21,388,451,13,19,29,1,311,226,0.9,14.8
Beau Barton,173226,LB,RICE,2,1,,,100.0,,,0,0,0,,275,67.9,63.8,72.6,,56.0,64.3,0,,25.0,1,0,0,0.0,0,6,6,0,2,0,0,0,0,0.0,
Aquantis Clemmons,173232,DI,RICE,13,0,,,1.0,,,0,0,0,,275,65.1,66.4,84.4,54.6,72.0,64.8,0,,66.7,2,0,0,0.0,0,2,205,1,1,0,0,0,0,0.0,
Cooper King,173244,LB,RICE,3,0,,,100.0,,,0,0,0,,275,72.5,76.7,74.3,71.9,66.9,82.2,0,,0.0,0,0,0,0.0,0,13,13,3,3,0,0,0,0,0.0,
Joseph Mutombo,173245,ED,RICE,12,0,,,0.8,,,1,0,0,,275,58.5,48.9,19.7,59.9,46.5,25.5,0,,75.0,3,0,2,0.0,0,1,126,0,1,0,0,0,0,0.0,
David Kpeglo,173276,LB,TEMPLE,1,0,,,100.0,,,0,0,0,,306,60.0,45.1,71.1,,46.7,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jordan Montgomery,173277,LB,TEMPLE,4,0,0.0,100.0,100.0,11.0,11.0,0,0,0,0.0,306,54.6,68.2,75.7,,75.1,79.9,0,7,,0,0,0,95.8,1,12,12,0,0,1,0,7,7,0.6,7.0
Ben Osueke,173278,CB,TEMPLE,12,2,17.2,44.2,99.7,15.2,6.7,0,0,7,16.3,306,58.3,59.4,84.7,47.3,63.0,46.0,1,77,29.2,7,3,3,94.1,19,316,317,4,15,43,4,350,203,1.2,18.4
Zyil Powell,173279,S,TEMPLE,7,0,4.0,100.0,100.0,21.0,21.0,0,0,0,0.0,306,71.4,69.0,0.0,,70.0,83.8,0,4,0.0,0,0,1,83.3,1,22,22,1,1,1,0,4,0,0.2,4.0
Darrell Sweeting,173284,CB,MARSHALL,12,1,10.5,71.1,97.5,9.7,6.9,0,0,0,0.0,214,58.9,57.6,83.4,63.0,49.1,66.0,1,73,7.7,2,0,1,122.6,27,274,281,5,23,38,3,419,252,1.6,15.5
Tyrese Whitaker,173287,ED,TEMPLE,11,0,-7.0,100.0,14.1,18.0,18.0,0,0,0,0.0,306,72.2,51.4,56.8,49.2,50.4,70.2,0,2,50.0,1,0,1,79.2,1,20,142,2,1,1,0,2,9,0.1,2.0
Reeves Baller,173290,ED,NEW MEX ST,3,1,,,16.7,,,0,0,0,,242,60.6,72.4,74.9,73.0,63.6,74.1,0,,0.0,0,0,0,0.0,0,1,6,0,0,0,0,0,0,0.0,
Jair Murphy,173306,CB,USF,4,0,16.6,60.0,85.7,6.0,3.6,0,0,0,0.0,327,69.0,71.9,74.5,73.2,61.1,76.2,0,28,0.0,0,0,0,95.4,3,18,21,1,2,5,0,52,17,2.9,17.3
C.J. Turner,173318,LB,TULSA,5,1,1.5,50.0,67.5,25.0,12.5,0,0,0,0.0,320,65.9,72.5,79.0,56.5,77.1,85.5,0,15,0.0,0,0,0,75.0,1,27,40,0,1,2,0,15,5,0.6,15.0
Zane Woodham,173320,S,TULSA,6,0,-0.3,100.0,88.9,7.0,7.0,0,0,0,0.0,320,66.2,63.9,86.5,54.8,61.5,63.8,0,10,0.0,0,0,0,84.7,3,24,27,1,2,3,0,13,14,0.6,4.3
Chris Bracy,173324,S,MEMPHIS,13,7,11.2,66.7,99.7,11.2,7.5,0,3,5,10.4,218,52.2,68.6,88.7,60.0,91.5,64.7,1,44,16.7,7,5,1,129.8,32,381,382,5,28,48,6,475,132,1.3,14.8
Everett Roussaw Jr.,173344,LB,MEMPHIS,12,4,5.9,71.4,65.9,17.5,12.5,0,0,2,9.5,218,66.9,63.8,90.9,55.7,63.0,62.8,1,25,10.0,2,2,0,71.7,15,273,414,8,14,21,0,151,82,0.6,10.1
Kam Shanks,173347,WR,ARKANSAS,1,0,,,100.0,,,0,0,0,,111,60.0,39.4,60.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyler Thomas,173350,ED,S ALABAMA,11,1,,,1.2,,,1,0,0,,288,70.7,65.7,57.1,68.3,58.2,73.6,0,,50.0,1,0,1,0.0,0,2,166,1,0,0,0,0,0,0.0,
Emmanuel Waller,173352,ED,S ALABAMA,12,0,,,0.7,,,0,0,0,,288,82.1,64.1,86.4,57.5,63.4,60.7,0,,0.0,0,0,0,0.0,0,1,152,2,2,0,0,0,0,0.0,
Bruno Dall,173356,ED,AKRON,12,1,9.0,66.7,29.1,23.0,15.3,0,0,2,33.3,102,70.6,79.3,60.7,81.5,74.9,63.3,1,26,40.0,4,2,2,100.7,4,95,327,7,5,6,1,62,32,0.7,15.5
Terence Thomas,173360,CB,AKRON,8,0,11.6,57.1,97.3,8.6,4.9,0,0,3,21.4,102,71.8,69.9,81.1,59.9,58.9,62.9,0,28,14.3,1,2,0,69.0,8,71,73,3,6,14,0,65,31,0.9,8.1
David Afogho,173363,ED,BOWL GREEN,12,1,,,6.6,,,1,0,0,,122,60.2,66.1,17.5,68.1,66.7,70.7,0,,50.0,4,0,4,0.0,0,17,259,4,3,0,0,0,0,0.0,
Jabari Mitchell,173373,LB,BOWL GREEN,2,0,,,100.0,,,0,0,0,,122,77.5,78.2,73.6,,63.0,76.1,0,,0.0,0,0,0,0.0,0,8,8,0,1,0,0,0,0,0.0,
Dayln White,173378,DI,BOWL GREEN,8,0,,,1.3,,,0,0,0,,122,59.4,51.4,81.2,52.9,52.1,70.1,0,,,0,0,0,0.0,0,1,80,0,0,0,0,0,0,0.0,
Amare Ferrell,173381,S,INDIANA,16,5,14.5,48.4,100.0,34.3,16.6,0,2,7,22.6,190,82.8,80.1,88.4,47.8,70.5,51.1,4,59,29.4,10,7,2,57.9,15,530,530,9,19,31,2,250,85,0.5,16.7
Jeff Utzinger,173390,LB,INDIANA,5,1,10.6,80.0,81.5,5.3,4.2,0,0,0,0.0,190,41.4,59.2,77.6,62.9,78.9,83.4,0,21,0.0,0,0,0,105.0,4,22,27,1,2,5,0,46,16,2.2,11.5
Donovan Dyson,173395,LB,UMASS,7,0,3.7,66.7,74.5,19.0,12.7,0,0,1,33.3,216,49.3,55.9,83.3,62.4,59.0,51.5,0,19,33.3,1,0,0,133.3,2,41,55,1,2,3,1,26,18,0.7,13.0
Kerry Brown,173399,S,MINNESOTA,13,1,11.3,72.2,95.7,13.0,9.4,0,0,5,13.9,225,61.7,69.9,86.8,76.3,81.4,70.5,2,40,10.3,3,3,1,93.6,26,354,370,8,25,36,2,311,81,0.9,12.0
Za'Quan Bryan,173400,CB,MINNESOTA,10,6,14.9,61.8,98.8,11.0,6.8,0,0,4,11.8,225,63.6,60.5,84.2,51.8,43.8,68.5,0,51,10.7,3,2,0,107.5,21,248,251,3,19,34,2,280,53,1.2,13.3
Matt Kingsbury,173407,LB,MINNESOTA,12,2,6.1,88.9,61.3,9.9,8.8,0,1,0,0.0,225,41.0,61.2,86.2,76.6,68.0,50.9,0,23,44.4,4,0,0,136.6,8,84,137,3,3,9,1,71,39,0.9,8.9
Karter Menz,173412,ED,MINNESOTA,13,0,2.2,100.0,14.0,5.3,5.3,0,0,0,0.0,225,47.9,67.2,89.0,69.1,66.8,64.7,0,15,25.0,2,0,0,97.9,6,34,243,10,6,6,0,45,32,1.4,7.5
Garrison Monroe,173414,S,MINNESOTA,4,0,14.3,33.3,91.2,29.0,9.7,0,0,1,33.3,225,71.8,78.9,76.1,53.7,91.1,80.3,0,3,0.0,0,1,0,42.4,1,31,34,2,2,3,0,3,0,0.1,3.0
Martin Owusu,173416,DI,FRESNO ST,9,0,,,0.7,,,0,0,0,,169,62.1,64.4,53.4,55.8,68.5,67.1,0,,0.0,0,0,1,0.0,0,1,144,0,1,0,0,0,0,0.0,
Koron Hayward,173436,ED,W KENTUCKY,11,0,3.5,62.5,34.7,12.4,7.8,0,0,0,0.0,346,56.2,64.0,58.8,70.1,61.5,36.1,1,33,57.1,4,0,2,53.1,5,67,193,4,3,8,0,74,56,1.2,14.8
Joshua Mensah,173444,LB,W KENTUCKY,1,0,,,100.0,,,0,0,0,,346,60.0,71.7,65.9,,67.0,73.6,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Nazir Ward,173447,CB,W KENTUCKY,13,8,11.0,60.4,98.2,14.2,8.6,0,1,7,14.6,346,66.7,65.0,86.2,64.0,50.9,49.9,1,36,21.6,8,5,8,78.5,29,444,452,7,21,48,1,320,91,0.8,11.0
A'Marion McCoy,173448,CB,BOISE ST,10,0,11.1,51.7,99.6,15.7,8.1,0,1,2,6.9,120,83.7,76.7,0.0,46.4,60.4,30.0,4,37,41.7,5,2,5,45.3,15,250,251,2,7,29,1,196,87,0.8,13.1
Max Stege,173456,ED,BOISE ST,14,0,,,2.8,,,0,0,0,,120,67.2,67.9,42.4,67.1,66.5,42.8,0,,25.0,1,0,3,0.0,0,9,321,3,3,0,0,0,0,0.0,
Jett Vincent,173468,LB,COLO STATE,8,1,,,65.5,,,0,0,0,,144,66.6,56.1,77.4,62.8,47.9,30.3,0,,0.0,0,0,0,0.0,0,19,29,0,0,0,0,0,0,0.0,
Dylan Phelps,173470,S,COLO STATE,9,0,8.1,62.5,81.6,25.0,15.6,0,0,1,12.5,144,66.5,66.2,85.6,59.7,63.9,67.1,0,43,20.0,1,1,0,101.0,5,133,163,1,4,8,0,90,47,0.7,18.0
Drew Rodriguez,173485,LB,COLO STATE,5,0,3.7,66.7,66.7,5.0,3.3,0,0,1,33.3,144,61.0,60.3,78.3,54.8,60.7,54.0,0,6,,0,1,0,72.9,2,10,15,0,0,3,0,11,13,1.1,5.5
Buom Jock,173486,LB,CAL,1,0,,,100.0,,,0,0,0,,130,60.0,51.3,72.0,,51.1,21.4,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kenyon Agurs,173489,ED,COLO STATE,12,1,-3.0,0.0,9.1,,18.0,0,0,0,0.0,144,81.9,72.3,89.9,65.5,68.2,88.2,0,,0.0,0,0,0,39.6,0,21,231,2,3,1,0,0,0,0.0,
Jaden Carrillo,173504,S,FRESNO ST,3,0,3.0,75.0,100.0,3.0,2.3,0,0,0,0.0,169,32.9,39.3,75.7,,61.7,50.3,0,28,25.0,1,0,0,116.7,3,9,9,0,3,4,0,54,37,6.0,18.0
Camryn Bracha,173509,S,FRESNO ST,13,5,11.5,50.0,95.1,20.6,10.3,0,0,5,19.2,169,75.2,72.5,86.0,70.5,64.0,58.0,2,36,13.6,3,5,0,78.0,13,290,305,7,14,26,3,174,55,0.6,13.4
RL Miller,173510,S,FRESNO ST,5,0,4.8,50.0,94.6,16.0,8.0,0,0,1,25.0,169,71.8,56.1,0.0,57.7,36.4,22.4,0,4,33.3,1,0,1,56.3,2,35,37,1,2,4,0,6,1,0.2,3.0
Justin Johnson,173513,LB,FRESNO ST,4,0,2.5,50.0,87.5,13.0,6.5,0,0,0,0.0,169,65.4,60.8,73.6,56.9,56.0,56.7,0,7,0.0,0,0,0,58.3,1,14,16,0,1,2,0,7,3,0.5,7.0
A.J. Harris,173534,CB,PENN STATE,11,1,8.2,92.0,98.8,10.2,9.4,2,1,0,0.0,266,58.5,60.7,36.8,57.3,71.7,76.6,0,33,12.5,3,0,4,141.0,23,247,250,2,20,25,2,286,120,1.2,12.4
Justyn Rhett,173535,S,NEBRASKA,8,1,17.6,80.0,97.9,11.3,9.0,0,0,0,0.0,238,41.0,50.1,79.4,60.0,65.0,64.3,0,45,0.0,0,0,0,158.3,4,47,48,1,3,5,1,96,22,2.1,24.0
Joenel Aguero,173536,S,GEORGIA,12,3,2.8,72.7,93.0,9.1,6.6,0,0,3,6.8,173,65.4,67.0,89.5,61.9,69.3,63.5,1,24,16.7,4,1,2,78.5,32,307,330,3,17,44,0,267,220,0.9,8.3
CJ Allen,173539,LB,GEORGIA,13,5,4.6,68.2,74.3,8.1,5.5,0,1,3,6.8,173,55.5,75.8,83.7,67.7,88.6,84.1,0,40,13.2,5,3,0,104.1,30,255,343,14,28,44,2,317,238,1.3,10.6
Raylen Wilson,173541,LB,GEORGIA,14,7,3.2,68.0,71.9,12.9,8.8,0,0,1,4.0,173,70.9,70.6,83.9,60.0,70.2,85.8,0,19,0.0,0,1,1,75.8,17,228,317,13,17,25,0,102,91,0.5,6.0
Damon Wilson II,173543,ED,MISSOURI,13,0,-7.0,100.0,1.8,6.0,6.0,0,0,0,0.0,229,70.1,78.5,55.1,80.9,68.2,63.7,1,-7,75.0,3,0,2,39.6,1,6,325,7,1,1,0,-7,0,-1.2,-7.0
Sam M'Pemba,173546,ED,TEXAS A&M,4,0,,,11.1,,,0,0,0,,312,60.5,87.6,78.7,88.3,72.8,77.1,0,,,0,0,0,0.0,0,2,18,1,0,0,0,0,0,0.0,
Gabe Harris Jr.,173547,ED,GEORGIA,13,2,,,3.4,,,0,0,0,,173,61.5,65.4,87.7,63.3,63.7,64.8,0,,33.3,2,0,0,0.0,0,9,267,2,2,0,0,0,0,0.0,
Caleb Clark-Glover,173555,S,MARSHALL,12,1,9.4,57.1,92.0,18.6,10.6,0,0,2,14.3,214,61.4,60.1,20.9,57.1,61.0,45.6,0,80,15.4,2,2,2,140.5,8,160,174,4,10,14,3,172,112,1.2,21.5
