player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Karson Kaufusi,199461,DI,UTAH,10,0,328,0,3,0,0,3,0,86.1,68,3,2.2,0,2,2,0,100.0,89,89,4,2.8,0,0,0,0,13.9,11,0,0.0,0,0,0,1,3,2
Sirmaine Campbell,188412,DI,INDIANA ST,6,0,191,0,3,0,0,1,0,51.4,18,1,2.8,0,0,0,0,100.0,54,54,3,2.8,0,0,2,0,48.6,17,2,5.9,0,0,0,0,0,0
Tyler Davis,200926,ED,FORDHAM,9,0,168,1,4,0,1,4,0,50.0,47,5,5.3,0,1,1,0,96.9,94,97,5,2.7,0,0,0,0,50.0,47,0,0.0,0,0,0,0,1,1
Sid Kaba,171399,ED,MARSHALL,10,2,214,0,2,1,0,1,0,61.3,46,1,1.1,0,1,1,0,100.0,75,75,3,2.7,1,0,1,0,38.7,29,2,5.2,1,1,0,1,2,1
Logan Jozwiak,188145,DI,NEWHVN,10,0,1013,1,7,0,1,3,0,57.0,61,4,3.3,0,0,0,0,100.0,146,146,8,2.7,0,0,2,0,43.0,46,2,2.2,0,1,1,0,1,1
Travion Ford,146886,DI,TOLEDO,5,0,316,0,2,0,0,1,0,31.4,11,1,4.5,0,0,0,0,100.0,37,37,2,2.7,0,0,1,0,68.6,24,1,2.1,0,0,0,0,0,0
Zach Buckey,146383,DI,STANFORD,10,0,300,1,4,0,0,1,0,11.6,8,1,6.3,0,0,0,1,98.9,93,94,5,2.7,0,0,2,1,88.4,61,2,1.6,0,0,1,0,0,1
Elliott Braun,165237,DI,DAYTON,11,1,150,3,3,1,1,0,0,46.1,59,2,2.5,1,2,1,1,98.6,146,148,7,2.7,0,2,3,1,53.9,69,5,3.6,0,1,1,1,3,2
Will Smith Jr.,170271,DI,OHIO STATE,14,0,260,1,4,0,1,1,0,50.0,31,2,3.2,0,0,0,0,100.0,92,92,5,2.7,0,0,0,0,50.0,31,0,0.0,0,0,0,0,1,1
Aaron Wolfcale-Holsten,148249,DI,S DAK ST,13,2,292,0,10,2,0,8,0,62.7,116,8,3.4,0,0,0,0,97.4,188,193,10,2.7,0,0,2,0,37.3,69,2,1.4,0,0,0,0,0,0
Julius Jordan,158936,ED,CAL POLY,4,0,129,0,3,0,0,3,0,60.7,34,3,4.4,0,0,0,0,83.6,56,67,3,2.7,0,0,0,0,39.3,22,0,0.0,0,0,0,0,0,0
Nathan Pirolli,174938,DI,LIBERTY,12,1,206,1,5,0,0,2,0,56.8,67,2,1.5,0,0,1,1,100.0,146,146,7,2.7,0,1,3,0,43.2,51,5,5.9,1,2,2,1,2,4
Broderick Tommie Jr.,177574,DI,TENN MARTN,12,0,310,1,3,0,1,0,0,50.0,17,1,2.9,0,0,0,0,98.7,75,76,4,2.7,0,0,2,0,50.0,17,2,5.9,0,0,1,0,1,2
Micah Wing,162923,ED,BALL ST,9,0,117,1,4,0,0,3,0,53.8,50,3,3.0,0,1,0,0,87.9,94,107,5,2.7,0,1,1,0,46.2,43,2,2.3,0,0,0,0,1,0
Davin Anderson,184311,ED,LA MONROE,12,0,209,0,4,0,0,1,0,66.2,49,1,1.0,0,0,0,1,100.0,74,74,4,2.7,0,0,3,1,33.8,25,3,6.0,0,1,1,0,1,1
Ja'Quan Redfern,202316,DI,MURRAY ST,10,0,236,1,4,0,1,2,2,49.6,61,3,2.5,0,0,0,2,98.5,128,130,6,2.7,0,0,0,0,50.4,62,1,1.6,1,1,0,1,1,0
Rodney Dansby,154603,LB,HOUCHR,12,0,183,1,2,0,1,0,0,40.4,21,1,2.4,0,0,0,1,19.2,55,287,3,2.7,0,0,2,1,59.6,31,2,3.2,0,0,0,0,0,0
Andres Franquez,162139,ED,GEORGETOWN,10,1,172,0,3,0,0,2,1,44.4,24,2,4.2,0,1,2,1,100.0,55,55,3,2.7,1,0,1,0,55.6,30,1,1.7,0,0,0,0,1,2
Giovanni Divers,178309,DI,NC A&T,3,0,246,0,2,0,0,0,0,10.8,4,0,0.0,0,0,0,0,100.0,37,37,2,2.7,0,0,2,0,89.2,33,2,3.0,0,0,0,0,0,0
Nathan Robinson,174738,DI,TENNESSEE,13,2,307,1,3,0,1,0,0,19.3,22,1,2.3,0,0,2,0,99.3,148,149,6,2.7,0,0,2,0,80.7,92,3,2.2,1,1,0,2,2,2
Scott Taylor,200329,ED,UCLA,7,1,324,0,3,1,0,3,0,81.8,45,3,3.3,0,0,0,0,64.0,55,86,3,2.7,0,0,0,0,18.2,10,0,0.0,0,0,0,0,0,0
D.J. Withers,144582,DI,KANSAS,12,2,198,0,7,1,0,5,1,65.6,128,7,3.5,2,2,0,2,100.0,205,205,9,2.7,1,0,1,0,34.4,67,1,0.7,0,0,0,2,2,0
A.J. Ackerman,108456,DI,DUQUESNE,12,1,155,2,9,0,0,2,0,48.8,98,2,1.0,0,0,0,1,98.6,207,210,11,2.7,1,2,6,1,51.2,103,8,3.9,0,1,1,0,1,1
Davier Fairrow,139424,ED,ALABAMA ST,3,0,105,0,0,0,0,0,0,62.2,23,0,0.0,0,0,1,0,97.4,37,38,1,2.7,0,0,0,0,37.8,14,1,7.1,1,1,0,1,1,1
D'Antre Robinson,184430,DI,N CAROLINA,12,0,245,1,7,0,1,4,0,40.9,74,5,3.4,0,0,0,0,100.0,182,182,9,2.7,0,0,2,0,59.1,107,3,1.9,1,1,0,1,1,0
Kenneth Andrews,200435,DI,ALCORN ST,12,2,107,2,8,2,1,5,1,46.0,114,9,5.3,3,0,0,1,100.0,294,294,13,2.7,0,1,2,0,54.0,134,3,1.1,0,0,0,3,1,1
Ethan Utley,199986,DI,TENNESSEE,10,0,307,0,3,0,0,2,1,52.7,29,2,3.4,0,0,1,1,100.0,55,55,3,2.7,0,0,1,0,47.3,26,1,1.9,0,1,1,0,1,2
Isaia Faga,184533,DI,ALABAMA,15,0,103,2,1,0,0,0,0,44.1,15,0,0.0,0,0,0,0,100.0,56,56,3,2.7,0,1,1,0,55.9,19,2,5.3,0,0,0,0,0,0
Javorious Sherrod,189245,DI,GRAMBLING,10,0,177,1,1,0,0,0,0,47.8,32,0,0.0,0,0,0,0,100.0,73,73,3,2.7,0,1,0,0,52.2,35,2,4.3,1,0,0,1,1,1
Dierre Kelly,145652,DI,BOWL GREEN,12,0,122,0,11,0,0,1,0,10.7,21,1,2.4,0,0,0,2,100.0,202,202,11,2.7,0,0,10,2,89.3,176,10,2.8,0,0,0,0,0,0
Lukia Rawls Jr.,186440,DI,AIR FORCE,12,0,101,0,4,0,0,0,0,62.5,50,1,2.0,1,1,0,0,100.0,112,112,5,2.7,0,0,1,0,37.5,30,1,1.7,0,0,0,1,1,1
Shambre Jackson,143884,ED,UMASS,10,1,216,1,6,1,1,5,1,46.6,76,7,5.3,1,2,1,1,100.0,165,165,8,2.7,0,0,1,0,53.4,87,1,0.6,0,0,0,1,2,1
Nathaniel McDonald,185308,ED,WM & MARY,12,0,348,0,5,0,0,3,0,45.1,41,3,3.7,0,0,0,0,100.0,91,91,5,2.7,0,0,2,0,54.9,50,2,2.0,0,0,0,0,0,0
Jack Hemmert,165270,DI,SAN DIEGO,12,0,283,0,7,0,0,0,0,58.3,7,0,0.0,0,0,0,1,100.0,129,129,7,2.7,0,0,1,1,41.7,5,1,10.0,0,0,0,0,1,1
Dakota Quiñonez,159308,DI,DARTMOUTH,10,0,148,2,7,0,1,3,0,46.0,74,5,4.1,1,1,0,0,100.0,201,201,10,2.7,0,1,3,0,54.0,87,4,2.3,0,1,1,1,3,2
Tito Chikere,178662,ED,TXAMEA,12,2,1139,2,9,1,0,3,0,42.4,118,5,3.0,2,3,3,0,97.2,279,287,13,2.7,1,2,6,0,57.6,160,8,2.5,0,0,0,2,3,3
Zukudo Igwenagu,98305,ED,UMASS,11,0,216,1,3,0,1,0,0,60.3,44,1,1.1,0,0,0,0,100.0,73,73,4,2.7,0,0,3,0,39.7,29,3,5.2,0,0,0,0,0,0
Jeremiah Alexander,157005,LB,CLEMSON,11,0,140,1,1,0,0,1,0,54.1,20,1,2.5,0,0,1,0,38.5,37,96,2,2.7,0,1,0,0,45.9,17,1,2.9,0,0,0,0,0,1
DJ Jones,175439,DI,FL A&M,9,0,164,1,5,0,1,2,0,41.0,41,3,3.7,0,0,0,0,99.1,110,111,6,2.7,0,0,3,0,59.0,59,3,2.5,0,0,0,0,0,0
Travali Price,144002,DI,NC STATE,13,1,248,2,7,1,0,2,0,42.3,113,3,1.8,1,2,1,1,99.6,275,276,12,2.7,0,2,3,0,57.7,154,7,2.9,2,2,0,3,4,1
T.J. Bollers,145165,DI,CAL,12,0,130,2,8,0,0,5,1,54.5,122,5,2.0,0,1,1,1,100.0,224,224,11,2.7,0,2,3,0,45.5,102,6,3.4,1,0,0,1,1,1
Ahmad Breaux,184441,DI,LSU,12,0,211,1,7,0,0,4,0,41.6,57,4,3.5,0,1,2,0,100.0,148,148,8,2.7,0,1,3,0,58.4,80,4,2.5,0,1,2,0,2,4
Quintavius Johnson,184564,ED,GEORGIA,14,0,173,3,6,0,1,3,0,57.0,139,5,2.2,1,1,1,1,79.0,244,309,11,2.7,0,2,3,1,43.0,105,6,3.3,1,1,0,2,2,1
Collin Lewis,201136,DI,IDAHO ST,12,2,186,1,4,1,0,0,0,5.8,10,0,0.0,0,0,0,2,100.0,204,204,8,2.7,1,1,4,2,94.2,162,8,3.4,3,2,2,3,2,3
Adrian Rufo,185349,ED,MERRIMACK,12,1,385,1,6,1,1,4,0,87.9,109,5,2.3,0,0,1,0,92.1,128,139,7,2.7,0,0,2,0,12.1,15,2,6.7,0,0,0,0,0,1
Mattheus Carroll,144071,ED,KENT STATE,12,0,201,2,9,0,0,5,0,41.7,85,5,2.9,0,0,0,0,87.6,204,233,11,2.7,0,2,4,0,58.3,119,6,2.5,0,1,1,0,1,1
Olasunkonmi Agunloye,123766,DI,FIU,13,0,166,0,8,0,0,7,0,90.8,228,9,2.4,2,0,1,0,100.0,262,262,11,2.7,0,0,1,0,9.2,23,2,6.5,1,1,0,3,1,1
Isaac Nkwantabisah-Asiedu,178395,DI,MARIST,12,0,213,0,3,0,0,2,0,49.1,27,2,3.7,0,0,1,0,98.2,55,56,3,2.7,0,0,1,0,50.9,28,1,1.8,0,0,1,0,0,2
Matti Kruger,208931,ED,BUCKNELL,11,0,125,0,2,0,0,2,0,48.6,36,3,5.6,1,2,1,0,93.8,75,80,3,2.7,0,0,0,0,51.4,38,0,0.0,0,0,0,1,2,1
Tyrese Whitaker,173287,ED,TEMPLE,11,0,306,0,4,0,0,2,0,51.4,56,3,3.6,1,2,1,1,86.0,111,129,5,2.7,0,0,2,1,48.6,53,2,1.9,0,0,0,1,2,1
Michael Reddick,177433,ED,BROWN,10,0,123,0,5,0,0,2,1,50.5,47,2,2.1,0,0,0,1,100.0,93,93,5,2.7,0,0,3,0,49.5,46,3,3.3,0,0,0,0,0,0
Elijah Brody,190457,ED,NEW MEXICO,6,0,241,0,2,0,0,1,0,43.2,16,1,3.1,0,0,0,0,100.0,37,37,2,2.7,0,0,1,0,56.8,21,1,2.4,0,0,0,0,0,0
Tre Williams,122165,DI,MICHIGAN,13,0,222,2,7,0,0,4,0,63.1,82,4,2.4,0,0,0,0,100.0,168,168,9,2.7,0,0,2,0,36.9,48,2,2.1,0,1,0,0,2,1
Alex VanSumeren,158400,DI,MICH STATE,12,3,223,0,8,3,0,7,0,96.4,213,9,2.6,2,3,0,0,100.0,221,221,10,2.7,0,0,1,0,3.6,8,1,6.3,0,0,0,2,3,0
Zion Nason,162962,DI,LA TECH,13,0,208,1,9,0,0,1,0,87.0,20,1,2.5,0,0,0,2,99.1,223,225,11,2.7,0,0,0,0,13.0,3,0,0.0,0,0,0,1,2,2
Kadarius Miller,173676,DI,LA LAFAYET,13,0,207,0,12,0,0,6,1,52.8,102,6,2.9,0,1,1,1,99.1,219,221,12,2.7,0,0,5,0,47.2,91,5,2.7,0,0,0,0,1,1
Alexander Cossignani,177012,DI,DELWARE ST,12,0,152,2,11,0,0,2,0,36.8,75,2,1.3,0,0,0,2,100.0,281,281,14,2.7,0,0,6,2,63.2,129,7,3.1,1,1,0,1,1,0
Davion Rhodes,147130,ED,GA SOUTHRN,13,0,174,2,10,0,1,6,1,46.4,103,7,3.4,0,1,1,1,97.4,223,229,12,2.7,0,1,4,0,53.6,119,5,2.1,0,0,1,0,1,2
Geordan Guidry,189575,DI,TULANE,12,0,319,0,3,0,0,1,0,34.8,16,1,3.1,0,0,0,0,100.0,56,56,3,2.7,0,0,2,0,65.2,30,2,3.3,0,0,1,0,0,1
Nathan Jennings,184345,DI,S ALABAMA,12,1,288,0,5,0,0,2,0,54.2,64,2,1.6,0,0,0,1,100.0,134,134,6,2.6,1,0,3,1,45.8,54,4,4.6,1,1,0,1,1,0
Mychal McMullin,172254,DI,JAMES MAD,14,0,197,2,4,0,1,1,0,40.1,59,3,3.4,1,0,0,1,97.4,152,156,7,2.6,0,1,3,1,59.9,88,4,2.3,0,0,1,1,0,1
Damian Ilalio,144614,DI,KANSAS ST,12,1,199,2,7,0,2,0,0,46.0,86,2,1.2,0,0,0,0,100.0,215,215,10,2.6,0,0,6,0,54.0,101,6,3.0,0,0,0,1,1,0
Kaden Kenney,189209,DI,ALCORN ST,12,1,107,0,5,0,0,4,1,54.6,59,5,5.1,1,1,1,1,100.0,174,174,7,2.6,0,0,1,0,45.4,49,2,3.1,1,1,0,2,2,1
Jareb Ramos,159002,DI,MONTANA,14,2,232,1,9,0,0,2,0,43.3,52,2,1.9,0,0,0,1,97.4,267,274,12,2.6,1,0,4,1,56.7,68,4,2.9,0,0,0,2,3,1
Enock Sibomana,148168,LB,WYOMING,10,0,351,1,0,0,0,0,0,37.5,6,0,0.0,0,0,0,0,22.4,19,85,1,2.6,0,1,0,0,62.5,10,1,5.0,0,0,0,0,0,0
Parker Petersen,158423,DI,WISCONSIN,12,0,349,1,5,0,1,0,0,43.1,44,1,1.1,0,0,1,0,100.0,117,117,6,2.6,0,0,3,0,56.9,58,3,2.6,0,0,1,0,0,2
Richard Scott III,206249,DI,USF,8,1,327,1,2,0,0,0,0,42.9,24,0,0.0,0,0,0,0,100.0,58,58,3,2.6,1,1,2,0,57.1,32,3,4.7,0,1,0,0,1,0
David Hoffken,189701,DI,NEBRASKA,9,0,238,0,1,0,0,1,0,43.8,7,1,7.1,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,56.3,9,0,0.0,0,0,0,0,0,0
Chance Bryant,199704,ED,HOUSTON,7,0,182,0,1,0,0,0,0,36.8,7,0,0.0,0,0,0,0,67.9,19,28,1,2.6,0,0,1,0,63.2,12,1,4.2,0,0,0,0,0,0
Ethan Crisp,172608,ED,LIBERTY,10,0,206,0,1,0,0,0,0,42.1,8,0,0.0,0,0,0,0,38.8,19,49,1,2.6,0,0,1,0,57.9,11,1,4.5,0,0,0,0,0,0
Ashton Nawrocki,172108,ED,BALL ST,4,0,117,0,1,0,0,0,0,47.4,9,0,0.0,0,0,0,0,100.0,19,19,1,2.6,0,0,1,0,52.6,10,1,5.0,0,0,0,0,0,0
Colton Vasek,173168,ED,TEXAS,11,1,311,1,3,1,1,0,0,45.5,35,1,1.4,0,0,1,0,93.9,77,82,4,2.6,0,0,3,0,54.5,42,3,3.6,0,0,0,0,0,1
Tausagafou Ho Ching,174518,DI,N ARIZONA,12,0,252,2,11,0,1,8,1,53.1,152,10,3.6,1,0,0,4,99.4,322,324,15,2.6,0,1,2,3,46.9,134,4,1.9,1,0,0,2,0,0
Sedarius McConnell,144822,DI,BOSTON COL,11,2,121,0,6,1,0,3,0,54.2,122,4,2.0,1,0,0,1,100.0,227,227,9,2.6,1,0,3,1,45.8,103,5,3.4,2,4,2,3,4,2
Dillan Botts,199102,DI,RICE,13,0,275,0,6,0,0,2,0,46.2,72,2,1.4,0,0,0,0,100.0,156,156,7,2.6,0,0,4,0,53.8,84,5,3.6,1,0,0,1,0,0
Mac Muller,192034,DI,S DAK ST,6,0,292,0,2,0,0,2,1,48.7,19,2,5.3,0,0,0,1,100.0,39,39,2,2.6,0,0,0,0,51.3,20,0,0.0,0,0,0,0,0,0
Kylyn Macklin,76089,DI,ALBANY,12,1,106,3,8,1,2,3,1,52.1,126,6,2.8,1,3,2,1,97.6,249,255,12,2.6,0,1,5,0,47.9,116,6,2.6,0,1,1,1,4,3
Keyaan Abdul-Rahim,170364,LB,MURRAY ST,6,0,236,0,1,0,0,0,0,31.6,6,0,0.0,0,0,0,0,27.9,19,68,1,2.6,0,0,1,0,68.4,13,1,3.8,0,0,0,0,0,0
Deshawn Willoughby,168440,DI,BOWIE ST,1,0,365,0,1,0,0,1,1,57.9,11,1,4.5,0,0,0,1,100.0,19,19,1,2.6,0,0,0,0,42.1,8,0,0.0,0,0,0,0,0,0
Landon Rink,204339,DI,TEXAS A&M,9,0,312,2,0,0,1,0,0,32.4,12,1,4.2,0,0,0,0,100.0,38,38,2,2.6,0,1,0,0,67.6,25,1,2.0,0,0,0,0,0,0
Deshawn Palmer,200466,DI,ALCORN ST,11,0,107,1,2,0,0,1,0,49.1,26,2,5.8,1,1,0,0,100.0,95,95,4,2.6,0,0,0,0,50.9,27,0,0.0,0,0,0,1,2,1
Matt Hoffman,158619,ED,UCONN,13,1,146,1,6,0,1,4,0,42.9,57,5,4.4,0,0,2,1,96.4,133,138,7,2.6,1,0,2,1,57.1,76,2,1.3,0,0,1,0,0,3
Andre Crawley Jr.,142699,DI,GARD-WEBB,12,0,171,2,5,0,1,1,0,41.2,70,3,2.9,1,0,0,0,100.0,175,175,8,2.6,0,1,3,0,58.8,100,4,2.0,0,2,2,1,2,3
Jamal Wallace,188893,DI,TENNESSEE,6,0,307,1,1,0,1,1,0,42.4,14,2,7.1,0,0,0,0,100.0,39,39,2,2.6,0,0,0,0,57.6,19,0,0.0,0,1,1,0,1,1
RJ Staten,209772,ED,MCNEESE,7,0,217,1,1,0,1,0,0,50.0,19,1,2.6,0,1,2,0,86.4,38,44,2,2.6,0,0,1,0,50.0,19,1,2.6,0,0,0,0,1,2
Kortlin Rausaw,121904,DI,ABILENE CH,14,0,100,2,13,0,1,8,2,49.4,190,12,3.9,3,2,0,2,98.9,439,444,19,2.6,0,1,4,0,50.6,195,6,1.8,1,1,0,4,4,2
Kayvon Henderson,178493,LB,ALABAMA ST,8,0,105,1,1,0,0,0,0,47.4,18,0,0.0,0,1,1,1,65.0,39,60,2,2.6,0,1,1,1,52.6,20,2,5.0,0,0,0,0,1,1
Reece Satterwhite,201293,DI,LNDNWD,8,0,949,0,5,0,0,4,0,50.0,48,4,4.2,0,0,0,0,100.0,97,97,5,2.6,0,0,1,0,50.0,48,1,1.0,0,0,0,0,0,0
Trey Lisle,192863,ED,SE MO ST,8,0,293,0,5,0,0,3,0,55.1,54,3,2.8,0,0,0,1,89.9,98,109,5,2.6,0,0,2,1,44.9,44,2,2.3,0,1,1,0,1,1
Jalen Satchell,144399,DI,MICH STATE,8,0,223,0,2,0,0,1,1,30.2,19,1,2.6,0,0,0,1,96.3,78,81,3,2.6,0,0,1,0,69.8,44,1,1.1,0,0,1,1,2,2
Brandon Tucker,160109,LB,UTSA,12,0,331,1,0,0,1,0,0,50.0,9,1,5.6,0,0,0,0,11.9,19,159,1,2.6,0,0,0,0,50.0,9,0,0.0,0,0,0,0,0,0
Kam Cullins,198667,DI,LIBERTY,8,0,206,0,2,0,0,2,0,87.0,20,2,5.0,0,0,0,0,100.0,38,38,2,2.6,0,0,0,0,13.0,3,0,0.0,0,0,0,0,0,0
Ronnie Mageo,191292,DI,BAYLOR,4,0,118,0,1,0,0,0,0,36.8,7,0,0.0,0,0,0,0,100.0,19,19,1,2.6,0,0,1,0,63.2,12,1,4.2,0,0,0,0,0,0
Mason Maddox,157721,DI,KENT STATE,12,1,201,4,4,0,4,2,0,57.0,98,6,3.1,0,0,0,0,99.5,194,195,9,2.6,0,0,1,0,43.0,74,2,2.0,1,1,0,1,1,0
Nicholas Fernandez,171848,DI,TXRG,12,1,1445,0,7,0,0,4,0,46.6,55,4,3.6,0,1,1,0,100.0,137,137,7,2.6,0,0,3,0,53.4,63,3,2.4,0,2,3,0,3,4
Joshua Singh,147531,DI,VANDERBILT,12,1,333,1,7,0,1,5,0,59.6,106,7,3.8,1,2,1,0,99.5,192,193,9,2.6,1,0,2,0,40.4,72,2,1.4,0,0,0,1,2,1
T.J. Farrell,159165,ED,NEW HAMP,11,2,240,0,3,0,0,2,0,53.4,31,2,3.2,0,0,0,0,100.0,58,58,3,2.6,2,0,1,0,46.6,27,1,1.9,0,0,1,0,0,1
Naejaun Barber,154018,DI,FAU,12,0,165,0,7,0,0,4,0,45.5,76,4,2.6,0,0,0,1,100.0,174,174,8,2.6,0,0,3,1,54.5,91,4,2.7,1,1,1,1,1,1
Bryce Purnell,156364,DI,MAINE,12,2,212,3,2,1,3,0,0,42.4,56,4,4.5,1,1,0,0,100.0,133,133,6,2.6,1,0,2,0,57.6,76,2,1.3,0,2,2,1,3,2
Monkell Goodwine,146616,DI,S CAROLINA,12,2,289,3,10,2,0,5,1,65.8,158,5,1.6,0,1,2,1,99.2,247,249,13,2.6,0,3,5,0,34.2,82,8,4.9,0,1,2,0,2,4
Ansel Din-Mbuh,174195,DI,TCU,12,1,305,0,6,1,0,4,0,45.2,98,6,4.1,2,2,0,1,100.0,232,232,9,2.6,0,0,2,1,54.8,119,3,1.7,1,0,0,3,2,0
Christopher Allen Jr.,160425,DI,NC A&T,1,0,246,0,1,0,0,1,0,33.3,6,1,8.3,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,66.7,12,0,0.0,0,0,0,0,0,0
Luke Westfall,200576,DI,CAL POLY,3,0,129,0,1,0,0,1,0,52.6,10,1,5.0,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,47.4,9,0,0.0,0,0,0,0,0,0
Aidan Keanaaina,122903,DI,CAL,13,0,130,0,9,0,0,5,0,46.8,94,7,4.8,2,1,0,0,99.6,253,254,11,2.6,0,0,3,0,53.2,107,3,1.4,0,0,0,2,1,1
Lavon Johnson,170195,DI,TEXAS,7,1,311,2,0,0,1,0,0,69.4,25,1,2.0,0,0,1,0,100.0,38,38,2,2.6,1,1,0,0,30.6,11,1,4.5,0,0,0,0,0,1
Rudy Vargas Jr.,198988,DI,N TEXAS,10,1,251,0,2,1,0,2,0,48.7,19,2,5.3,0,0,0,0,100.0,39,39,2,2.6,0,0,0,0,51.3,20,0,0.0,0,0,0,0,0,0
Hammond Russell IV,144793,DI,W VIRGINIA,7,0,343,0,1,0,0,1,0,32.6,15,1,3.3,0,0,0,0,99.0,96,97,3,2.6,0,0,0,0,67.4,31,0,0.0,0,0,0,2,2,0
Jayden Oquendo,186436,DI,AIR FORCE,5,0,101,0,1,0,0,1,0,50.0,9,1,5.6,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,50.0,9,0,0.0,0,0,0,0,0,0
Nehemiah Dau,212736,LB,DEPAUW,1,0,845,0,1,0,0,0,0,35.3,6,0,0.0,0,0,0,0,76.0,19,25,1,2.6,0,0,1,0,64.7,11,1,4.5,0,0,0,0,0,0
Lopez Sanusi,184234,DI,BOISE ST,13,1,120,0,5,0,0,3,0,59.2,77,4,3.2,1,2,1,1,98.6,136,138,6,2.6,1,0,2,1,40.8,53,2,1.9,0,0,0,1,2,1
Yemoni Howell,176746,ED,E WASHGTON,4,0,161,1,0,0,1,0,0,52.6,10,1,5.0,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,47.4,9,0,0.0,0,0,0,0,0,0
Leroy Lee,200527,ED,BRYANT,6,0,124,0,5,0,0,4,0,75.5,74,4,2.7,0,0,0,0,96.1,98,102,5,2.6,0,0,1,0,24.5,24,1,2.1,0,0,0,0,0,0
Anthony Hebert,70875,S,DELWARE ST,10,0,152,0,1,0,0,1,1,68.4,13,1,3.8,0,0,0,1,4.8,19,392,1,2.6,0,0,0,0,31.6,6,0,0.0,0,0,0,0,0,0
Cedric Carter,176901,ED,MERCYHURST,11,1,977,0,8,1,0,3,0,50.3,77,3,1.9,0,0,0,2,99.4,156,157,8,2.6,0,0,5,2,49.7,76,5,3.3,0,2,2,0,2,2
Aaron Key,123454,LB,UCONN,13,1,146,0,5,1,0,2,0,45.9,61,2,1.6,0,0,1,1,49.5,136,275,6,2.6,0,0,3,1,54.1,72,4,3.5,1,1,0,1,1,1
Herbert Ware,185070,DI,PORTLAND,5,0,269,0,2,0,0,0,0,56.3,18,0,0.0,0,0,0,1,100.0,39,39,2,2.6,0,0,2,1,43.8,14,2,7.1,0,0,0,0,0,0
Jace Sifore,164883,DI,S DAK ST,10,0,292,0,4,0,0,3,0,78.0,117,4,2.1,1,2,1,0,95.6,153,160,6,2.6,0,0,0,0,22.0,33,1,3.0,1,1,0,2,3,1
CJ Madden,157062,ED,PURDUE,12,0,273,0,8,0,0,5,1,50.3,98,6,3.6,1,1,0,2,95.1,195,205,9,2.6,0,0,3,1,49.7,97,3,1.5,0,0,0,1,1,0
Lucien Griffin,202814,DI,MERCYHURST,4,0,977,1,0,0,1,0,0,63.2,12,1,4.2,0,0,0,1,100.0,19,19,1,2.6,0,0,0,1,36.8,7,0,0.0,0,0,0,0,0,0
Ricky Spence,202842,ED,MOREHEAD,2,0,234,0,2,0,0,2,0,52.6,20,2,5.0,0,0,0,0,97.4,38,39,2,2.6,0,0,0,0,47.4,18,0,0.0,0,0,0,0,0,0
Jon'Trell Mixon,176319,DI,AKRON,12,0,102,0,2,0,0,1,0,45.3,34,1,1.5,0,0,0,1,100.0,76,76,3,2.6,0,0,1,1,54.7,41,2,3.7,1,1,1,1,1,1
Dillon Moore,158152,LB,W MICHIGAN,14,0,347,1,0,0,0,0,0,47.4,9,0,0.0,0,0,0,0,19.6,19,97,1,2.6,0,1,0,0,52.6,10,1,5.0,0,0,0,0,0,0
Dean Mangiocavallo,202748,DI,GEORGETOWN,12,0,172,4,5,0,0,2,0,50.7,112,3,1.8,1,1,0,0,100.0,247,247,11,2.6,0,4,2,0,49.3,109,7,3.7,1,2,1,2,3,1
Antwan Houge,202889,DI,MOREHEAD,12,0,234,0,4,0,0,1,0,56.0,65,1,0.8,0,1,1,1,100.0,116,116,5,2.6,0,0,3,1,44.0,51,4,4.9,1,0,1,1,1,2
Grady Kelly,146014,DI,MICH STATE,11,0,223,2,6,0,0,3,0,33.0,67,3,2.2,0,1,1,0,97.9,234,239,10,2.6,0,2,2,0,67.0,136,5,2.2,1,0,1,2,2,2
Trey Woods,159906,ED,ROB MORRIS,11,3,277,2,5,2,1,3,1,47.6,101,5,3.0,1,1,1,2,96.4,212,220,9,2.6,1,1,2,1,52.4,111,4,2.3,1,2,3,2,3,4
Easton Schultz,211306,DI,TXWSLY,1,0,1457,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,100.0,19,19,1,2.6,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Kendarius Frazier,200385,ED,ALABAMA ST,11,0,105,0,3,0,0,1,0,8.9,5,1,10.0,0,0,1,0,98.3,57,58,3,2.6,0,0,2,0,91.1,51,2,2.0,0,0,0,0,0,1
Jaden Few,201922,ED,UC DAVIS,13,0,322,1,4,0,0,2,1,52.6,70,2,1.4,0,0,1,2,100.0,133,133,6,2.6,0,1,2,1,47.4,63,4,4.0,1,1,0,1,1,1
