year,week,player,team,conf,opp,pts,opp_pts,yds,att
2023,10,Darren Grainger,Georgia State,Sun Belt,James Madison,14,42,82.0,19.0
2023,10,Jordan McCloud,James Madison,Sun Belt,Georgia State,42,14,307.0,36.0
2023,10,Cameron Sapp,Norfolk State,MEAC,North Carolina Central,24,38,192.0,30.0
2023,10,Otto Kuhns,Norfolk State,MEAC,North Carolina Central,24,38,44.0,3.0
2023,10,Ruben Lee II,Norfolk State,MEAC,North Carolina Central,24,38,0.0,3.0
2023,10,Davius Richard,North Carolina Central,MEAC,Norfolk State,38,24,151.0,16.0
2023,10,Cole Gonzales,Western Carolina,Southern,Wofford,28,25,229.0,31.0
2023,10,Bryce Corriston,Wofford,Southern,Western Carolina,25,28,148.0,19.0
2023,10,Atkins Roberts,Wofford,Southern,Western Carolina,25,28,0.0,1.0
2023,10,Cory Fields,South Carolina State,MEAC,Howard,27,24,19.0,11.0
2023,10,Quinton Williams,Howard,MEAC,South Carolina State,24,27,193.0,29.0
2023,10,Jarett Hunter,Howard,MEAC,South Carolina State,24,27,0.0,2.0
2023,10,Steven Krajewski,Wagner,NEC,Duquesne,26,34,163.0,23.0
2023,10,Darius Perrantes,Duquesne,NEC,Wagner,34,26,248.0,26.0
2023,10,Damon Stewart,Alabama State,SWAC,Grambling,17,6,95.0,16.0
2023,10,Nyqua Lett,Alabama State,SWAC,Grambling,17,6,-1.0,1.0
2023,10,Myles Crawley,Grambling,SWAC,Alabama State,6,17,197.0,31.0
2023,10,JaCobian Morgan,Jackson State,SWAC,Texas Southern,21,19,182.0,34.0
2023,10,Jace Wilson,Texas Southern,SWAC,Jackson State,19,21,182.0,28.0
2023,10, Team,Texas Southern,SWAC,Jackson State,19,21,0.0,1.0
2023,10,Parker McKinney,Eastern Kentucky,UAC,Austin Peay,30,33,396.0,52.0
2023,10,Mike Diliello,Austin Peay,UAC,Eastern Kentucky,33,30,310.0,28.0
2023,10,Noah Walters,North Alabama,UAC,Central Arkansas,14,27,212.0,36.0
2023,10,Will McElvain,Central Arkansas,UAC,North Alabama,27,14,248.0,33.0
2023,10,Kylin James,Central Arkansas,UAC,North Alabama,27,14,0.0,1.0
2023,10,Shea Kuykendall,Northern Colorado,Big Sky,Idaho,13,27,55.0,22.0
2023,10,Gevani McCoy,Idaho,Big Sky,Northern Colorado,27,13,193.0,25.0
2023,10,Jordan Cooke,Idaho State,Big Sky,Weber State,21,33,277.0,45.0
2023,10,Hunter Hays,Idaho State,Big Sky,Weber State,21,33,77.0,10.0
2023,10,Richie Munoz,Weber State,Big Sky,Idaho State,33,21,222.0,41.0
2023,10,Hayden Meacham,Weber State,Big Sky,Idaho State,33,21,0.0,1.0
2023,10,Miles Hastings,UC Davis,Big Sky,Portland State,37,23,246.0,22.0
2023,10,Lan Larison,UC Davis,Big Sky,Portland State,37,23,0.0,1.0
2023,10,Dante Chachere,Portland State,Big Sky,UC Davis,23,37,219.0,23.0
2023,10,Maclaine Griffin,Portland State,Big Sky,UC Davis,23,37,0.0,1.0
2023,10,Jake Willcox,Brown,Ivy,Yale,17,36,245.0,38.0
2023,10,Nate Lussier,Brown,Ivy,Yale,17,36,21.0,3.0
2023,10,Stockton Owen,Brown,Ivy,Yale,17,36,0.0,1.0
2023,10,Nolan Grooms,Yale,Ivy,Brown,36,17,220.0,27.0
2023,10,Cole Snyder,Buffalo,Mid-American,Toledo,13,31,151.0,41.0
2023,10,Dequan Finn,Toledo,Mid-American,Buffalo,31,13,176.0,19.0
2023,10,Jeff Undercuffler,Akron,Mid-American,Kent State,31,27,298.0,39.0
2023,10,Tommy Ulatowski,Kent State,Mid-American,Akron,27,31,229.0,23.0
2023,10,Behren Morton,Texas Tech,Big 12,TCU,35,28,282.0,36.0
2023,10,Josh Hoover,TCU,Big 12,Texas Tech,28,35,353.0,52.0
2023,10,Grayson Loftis,Duke,ACC,Wake Forest,24,21,86.0,19.0
2023,10,Mitch Griffis,Wake Forest,ACC,Duke,21,24,241.0,19.0
2023,10,Kekoa Visperas,Eastern Washington,Big Sky,Cal Poly,48,13,169.0,25.0
2023,10,Sam Huard,Cal Poly,Big Sky,Eastern Washington,13,48,145.0,29.0
2023,10,Bo Kelly,Cal Poly,Big Sky,Eastern Washington,13,48,31.0,5.0
2023,10,Zachary Clement,SE Louisiana,Southland,McNeese,38,24,158.0,27.0
2023,10,Kamden Sixkiller,McNeese,Southland,SE Louisiana,24,38,130.0,19.0
2023,10,Ryan Roberts,McNeese,Southland,SE Louisiana,24,38,63.0,5.0
2023,10, Team,McNeese,Southland,SE Louisiana,24,38,0.0,1.0
2023,10,Taisun Phommachanh,Massachusetts,FBS Independents,Merrimack,31,21,104.0,20.0
2023,10,Malakai Anthony,Merrimack,NEC,Massachusetts,21,31,98.0,26.0
2023,10,Jelani Mason,Merrimack,NEC,Massachusetts,21,31,33.0,1.0
2023,10,Pat McQuaide,Nicholls,Southland,Incarnate Word,45,32,108.0,19.0
2023,10,Zach Calzada,Incarnate Word,Southland,Nicholls,32,45,394.0,48.0
2023,10,Richard Torres,Incarnate Word,Southland,Nicholls,32,45,25.0,4.0
2023,10, Team,Incarnate Word,Southland,Nicholls,32,45,0.0,1.0
2023,10,Ryan O'Connor,Delaware,CAA,Elon,27,33,315.0,48.0
2023,10,Matthew Downing,Elon,CAA,Delaware,33,27,352.0,35.0
2023,10,Robert Coleman,Lamar,Southland,East Texas A&M,41,21,96.0,14.0
2023,10,Mirko Martos,East Texas A&M,Southland,Lamar,21,41,102.0,16.0
2023,10,Josh Magana,East Texas A&M,Southland,Lamar,21,41,96.0,23.0
2023,10,Mark Gronowski,South Dakota State,MVFC,North Dakota State,33,16,213.0,19.0
2023,10,Cam Miller,North Dakota State,MVFC,South Dakota State,16,33,167.0,29.0
2023,10,Nic Baker,Southern Illinois,MVFC,South Dakota,7,14,227.0,35.0
2023,10,Aidan Bouman,South Dakota,MVFC,Southern Illinois,14,7,111.0,20.0
2023,10,Travis Theis,South Dakota,MVFC,Southern Illinois,14,7,0.0,1.0
2023,10,Isaiah Bess,Charleston Southern,Big South-OVC,Tennessee State,35,21,84.0,19.0
2023,10,Deveon Bryant,Tennessee State,Big South-OVC,Charleston Southern,21,35,74.0,19.0
2023,10,Draylen Ellis,Tennessee State,Big South-OVC,Charleston Southern,21,35,60.0,13.0
2023,10,Marquez McCray,Monmouth,CAA,Stony Brook,56,17,323.0,27.0
2023,10,Enzo Arjona,Monmouth,CAA,Stony Brook,56,17,10.0,1.0
2023,10,Casey Case,Stony Brook,CAA,Monmouth,17,56,79.0,17.0
2023,10,Daron Bryden,Stony Brook,CAA,Monmouth,17,56,43.0,8.0
2023,10,Max Brosmer,New Hampshire,CAA,Villanova,33,45,259.0,40.0
2023,10,Barry Kleinpeter,New Hampshire,CAA,Villanova,33,45,0.0,1.0
2023,10,Connor Watkins,Villanova,CAA,New Hampshire,45,33,188.0,25.0
2023,10,Jordyn Potts,Tennessee Tech,Big South-OVC,UT Martin,41,44,209.0,38.0
2023,10,Kinkead Dent,UT Martin,Big South-OVC,Tennessee Tech,44,41,318.0,40.0
2023,10,Kody Sparks,UT Martin,Big South-OVC,Tennessee Tech,44,41,0.0,1.0
2023,10,Maalik Murphy,Texas,Big 12,Kansas State,33,30,248.0,37.0
2023,10,Will Howard,Kansas State,Big 12,Texas,30,33,327.0,42.0
2023,10, Team,Kansas State,Big 12,Texas,30,33,0.0,1.0
2023,10,Avery Johnson,Kansas State,Big 12,Texas,30,33,0.0,1.0
2023,10,Alan Bowman,Oklahoma State,Big 12,Oklahoma,27,24,334.0,42.0
2023,10,Ollie Gordon,Oklahoma State,Big 12,Oklahoma,27,24,0.0,1.0
2023,10,Dillon Gabriel,Oklahoma,Big 12,Oklahoma State,24,27,344.0,37.0
2023,10,Jason Bean,Kansas,Big 12,Iowa State,28,21,287.0,23.0
2023,10,Rocco Becht,Iowa State,Big 12,Kansas,21,28,216.0,26.0
2023,10,Jaylin Noel,Iowa State,Big 12,Kansas,21,28,42.0,1.0
2023,10,Brian Maurer,Stephen F. Austin,UAC,Tarleton State,17,59,180.0,41.0
2023,10,Preston Weeks,Stephen F. Austin,UAC,Tarleton State,17,59,19.0,7.0
2023,10,Jerrell Wimbley,Stephen F. Austin,UAC,Tarleton State,17,59,4.0,2.0
2023,10,Victor Gabalis,Tarleton State,UAC,Stephen F. Austin,59,17,389.0,19.0
2023,10,Caleb Williams,USC,Pac-12,Washington,42,52,312.0,35.0
2023,10, Team,USC,Pac-12,Washington,42,52,0.0,1.0
2023,10,Michael Penix Jr.,Washington,Pac-12,USC,52,42,256.0,30.0
2023,10,Carson Conklin,Sacramento State,Big Sky,Montana,7,34,67.0,22.0
2023,10,Kaiden Bennett,Sacramento State,Big Sky,Montana,7,34,52.0,17.0
2023,10,Clifton McDowell,Montana,Big Sky,Sacramento State,34,7,218.0,21.0
2023,10,Junior Bergen,Montana,Big Sky,Sacramento State,34,7,24.0,1.0
2023,10,Maddux Madsen,Boise State,Mountain West,Fresno State,30,37,258.0,42.0
2023,10,Taylen Green,Boise State,Mountain West,Fresno State,30,37,32.0,2.0
2023,10,James Ferguson-Reynolds,Boise State,Mountain West,Fresno State,30,37,21.0,1.0
2023,10, Team,Boise State,Mountain West,Fresno State,30,37,0.0,1.0
2023,10,Mikey Keene,Fresno State,Mountain West,Boise State,37,30,290.0,38.0
2023,10,Logan Fife,Fresno State,Mountain West,Boise State,37,30,13.0,2.0
2023,10,Noah Fifita,Arizona,Pac-12,UCLA,27,10,300.0,32.0
2023,10,Jayden de Laura,Arizona,Pac-12,UCLA,27,10,0.0,1.0
2023,10,Ethan Garbers,UCLA,Pac-12,Arizona,10,27,143.0,21.0
2023,10,Dante Moore,UCLA,Pac-12,Arizona,10,27,14.0,7.0
2023,10,Collin Schlee,UCLA,Pac-12,Arizona,10,27,0.0,5.0
2023,10,Bo Nix,Oregon,Pac-12,California,63,19,386.0,38.0
2023,10,Ty Thompson,Oregon,Pac-12,California,63,19,58.0,8.0
2023,10,Fernando Mendoza,California,Pac-12,Oregon,19,63,177.0,34.0
2023,10,William Riddle,East Tennessee State,Southern,VMI,24,31,74.0,14.0
2023,10,Collin Shannon,VMI,Southern,East Tennessee State,31,24,190.0,34.0
2023,10,Graeson Underwood,The Citadel,Southern,Mercer,16,38,139.0,27.0
2023,10,Carter Peevy,Mercer,Southern,The Citadel,38,16,147.0,17.0
2023,10,Tommy Mellott,Montana State,Big Sky,Northern Arizona,45,21,126.0,18.0
2023,10,Sean Chambers,Montana State,Big Sky,Northern Arizona,45,21,9.0,3.0
2023,10,Angel H Flores,Northern Arizona,Big Sky,Montana State,21,45,97.0,18.0
2023,10,Daniel Britt,Northern Arizona,Big Sky,Montana State,21,45,57.0,4.0
2023,10,Gunnar Watson,Troy,Sun Belt,South Alabama,28,10,271.0,27.0
2023,10,Giovanni Lopez,South Alabama,Sun Belt,Troy,10,28,155.0,27.0
2023,10,Thomas Castellanos,Boston College,ACC,Syracuse,17,10,165.0,37.0
2023,10,Carlos Del Rio-Wilson,Syracuse,ACC,Boston College,10,17,37.0,17.0
2023,10,Andrew Peasley,Wyoming,Mountain West,Colorado State,24,15,140.0,22.0
2023,10,Brayden Fowler-Nicolosi,Colorado State,Mountain West,Wyoming,15,24,220.0,42.0
2023,10,Mike Wright,Mississippi State,SEC,Kentucky,3,24,78.0,21.0
2023,10,Chris Parson,Mississippi State,SEC,Kentucky,3,24,67.0,14.0
2023,10,Devin Leary,Kentucky,SEC,Mississippi State,24,3,156.0,22.0
2023,10,Kaiya Sheron,Kentucky,SEC,Mississippi State,24,3,5.0,3.0
2023,10,Graham Mertz,Florida,SEC,Arkansas,36,39,282.0,42.0
2023,10,KJ Jefferson,Arkansas,SEC,Florida,39,36,255.0,31.0
2023,10,Bryson Barnes,Utah,Pac-12,Arizona State,55,3,161.0,28.0
2023,10,Jacob Conover,Arizona State,Pac-12,Utah,3,55,41.0,22.0
2023,10,Cameron Skattebo,Arizona State,Pac-12,Utah,3,55,0.0,1.0
2023,10,Trenton Bourguet,Arizona State,Pac-12,Utah,3,55,-1.0,6.0
2023,10,MJ Morris,NC State,ACC,Miami,20,6,123.0,21.0
2023,10,Tyler Van Dyke,Miami,ACC,NC State,6,20,173.0,38.0
2023,10,Drew Allar,Penn State,Big Ten,Maryland,51,15,240.0,34.0
2023,10,Beau Pribula,Penn State,Big Ten,Maryland,51,15,6.0,4.0
2023,10,Keandre Lambert,Penn State,Big Ten,Maryland,51,15,0.0,1.0
2023,10,Taulia Tagovailoa,Maryland,Big Ten,Penn State,15,51,286.0,39.0
2023,10,Billy Edwards,Maryland,Big Ten,Penn State,15,51,-3.0,3.0
2023,10,Payton Thorne,Auburn,SEC,Vanderbilt,31,15,194.0,27.0
2023,10,Ken Seals,Vanderbilt,SEC,Auburn,15,31,160.0,29.0
2023,10,Walter Taylor,Vanderbilt,SEC,Auburn,15,31,6.0,3.0
2023,10,Michael Pratt,Tulane,American Athletic,East Carolina,13,10,213.0,25.0
2023,10,Alex Flinn,East Carolina,American Athletic,Tulane,10,13,120.0,18.0
2023,10,TJ Finley,Texas State,Sun Belt,Georgia Southern,45,24,301.0,31.0
2023,10,Davis Brin,Georgia Southern,Sun Belt,Texas State,24,45,195.0,27.0
2023,10,Cameron Ward,Washington State,Pac-12,Stanford,7,10,241.0,40.0
2023,10,Ashton Daniels,Stanford,Pac-12,Washington State,10,7,115.0,31.0
2023,10,Justin Lamson,Stanford,Pac-12,Washington State,10,7,27.0,1.0
2023,10,D.J. Uiagalelei,Oregon State,Pac-12,Colorado,26,19,223.0,24.0
2023,10,Aidan Chiles,Oregon State,Pac-12,Colorado,26,19,0.0,1.0
2023,10,Shedeur Sanders,Colorado,Pac-12,Oregon State,19,26,245.0,39.0
2023,10,Tyler Kubat,Lindenwood,Big South-OVC,Eastern Illinois,10,16,186.0,26.0
2023,10,Cooper Justice,Lindenwood,Big South-OVC,Eastern Illinois,10,16,63.0,7.0
2023,10,Pierce Holley,Eastern Illinois,Big South-OVC,Lindenwood,16,10,245.0,34.0
2023,10,Sam Hartman,Notre Dame,FBS Independents,Clemson,23,31,146.0,30.0
2023,10,Cade Klubnik,Clemson,ACC,Notre Dame,31,23,109.0,26.0
2023,10,Haynes King,Georgia Tech,ACC,Virginia,45,17,208.0,30.0
2023,10,Zach Pyron,Georgia Tech,ACC,Virginia,45,17,1.0,3.0
2023,10,Anthony Colandrea,Virginia,ACC,Georgia Tech,17,45,200.0,37.0
2023,10,Grady Brosterhous,Virginia,ACC,Georgia Tech,17,45,21.0,1.0
2023,10,Tony Muskett,Virginia,ACC,Georgia Tech,17,45,11.0,2.0
2023,10,Christian Veilleux,Pittsburgh,ACC,Florida State,7,24,244.0,35.0
2023,10, Team,Pittsburgh,ACC,Florida State,7,24,0.0,1.0
2023,10,Jordan Travis,Florida State,ACC,Pittsburgh,24,7,360.0,36.0
2023,10,Tate Rodemaker,Florida State,ACC,Pittsburgh,24,7,3.0,1.0
2023,10,Hudson Card,Purdue,Big Ten,Michigan,13,41,144.0,28.0
2023,10,J.J. McCarthy,Michigan,Big Ten,Purdue,41,13,335.0,37.0
2023,10,Jonathan Murphy,Kennesaw State,FCS Independents,Sam Houston,21,24,44.0,14.0
2023,10,Keegan Shoemaker,Sam Houston,Conference USA,Kennesaw State,24,21,242.0,38.0
2023,10,Marqui Adams,Delaware State,MEAC,Morgan State,17,24,192.0,28.0
2023,10,Tahj Smith,Morgan State,MEAC,Delaware State,24,17,131.0,17.0
2023,10,Rob McCoy,Sacred Heart,NEC,Central Connecticut,31,24,202.0,18.0
2023,10,Matt Jenner,Central Connecticut,NEC,Sacred Heart,24,31,157.0,22.0
2023,10,Ricky Ortega,Central Connecticut,NEC,Sacred Heart,24,31,67.0,8.0
2023,10,Aidan Clark,Central Connecticut,NEC,Sacred Heart,24,31,27.0,1.0
2023,10,Frank Harris,UTSA,American Athletic,North Texas,37,29,134.0,25.0
2023,10,Chandler Rogers,North Texas,American Athletic,UTSA,29,37,272.0,38.0
2023,10,Hank Bachmeier,Louisiana Tech,Conference USA,Liberty,30,56,304.0,33.0
2023,10,Kaidon Salter,Liberty,Conference USA,Louisiana Tech,56,30,297.0,25.0
2023,10,Jayden Daniels,LSU,SEC,Alabama,28,42,219.0,24.0
2023,10,Garrett Nussmeier,LSU,SEC,Alabama,28,42,53.0,10.0
2023,10,Jalen Milroe,Alabama,SEC,LSU,42,28,219.0,23.0
2023,10,Zachary Larrier,Air Force,Mountain West,Army,3,23,93.0,22.0
2023,10,Jensen Jones,Air Force,Mountain West,Army,3,23,11.0,2.0
2023,10,Bryson Daily,Army,FBS Independents,Air Force,23,3,40.0,9.0
2023,10,Jaylen Raynor,Arkansas State,Sun Belt,Louisiana,37,17,194.0,28.0
2023,10,Zeon Chriss,Louisiana,Sun Belt,Arkansas State,17,37,171.0,17.0
2023,10,Chandler Fields,Louisiana,Sun Belt,Arkansas State,17,37,92.0,17.0
2023,10,Grant Wilson,Old Dominion,Sun Belt,Coastal Carolina,24,28,172.0,28.0
2023,10,Ethan Vasko,Coastal Carolina,Sun Belt,Old Dominion,28,24,180.0,31.0
2023,10,Billy Wiles,Southern Miss,Sun Belt,UL Monroe,24,7,200.0,23.0
2023,10,Chandler Pittman,Southern Miss,Sun Belt,UL Monroe,24,7,38.0,1.0
2023,10,Ethan Crawford,Southern Miss,Sun Belt,UL Monroe,24,7,0.0,2.0
2023,10,Jiya Wright,UL Monroe,Sun Belt,Southern Miss,7,24,106.0,12.0
2023,10,Blake Murphy,UL Monroe,Sun Belt,Southern Miss,7,24,81.0,17.0
2023,10,Emory Jones,Cincinnati,Big 12,UCF,26,28,217.0,22.0
2023,10,Brady Lichtenberg,Cincinnati,Big 12,UCF,26,28,50.0,5.0
2023,10,John Rhys Plumlee,UCF,Big 12,Cincinnati,28,26,165.0,23.0
2023,10,Carson Beck,Georgia,SEC,Missouri,30,21,254.0,32.0
2023,10,Brady Cook,Missouri,SEC,Georgia,21,30,212.0,30.0
2023,10,Chase Jenkins,Rice,American Athletic,SMU,31,36,85.0,16.0
2023,10,JT Daniels,Rice,American Athletic,SMU,31,36,81.0,15.0
2023,10, Team,Rice,American Athletic,SMU,31,36,0.0,1.0
2023,10,Preston Stone,SMU,American Athletic,Rice,36,31,217.0,28.0
2023,10,Kevin Jennings,SMU,American Athletic,Rice,36,31,37.0,6.0
2023,10,Ryan Bujcevski,SMU,American Athletic,Rice,36,31,0.0,1.0
2023,10,Jalen Mayden,San Diego State,Mountain West,Utah State,24,32,265.0,39.0
2023,10,Zechariah Ramirez,San Diego State,Mountain West,Utah State,24,32,-2.0,1.0
2023,10,Cooper Legas,Utah State,Mountain West,San Diego State,32,24,167.0,15.0
2023,10,McCae Hillstead,Utah State,Mountain West,San Diego State,32,24,62.0,16.0
2023,10,Jalen Royals,Utah State,Mountain West,San Diego State,32,24,0.0,1.0
2023,10,Byrum Brown,South Florida,American Athletic,Memphis,50,59,357.0,38.0
2023,10,Seth Henigan,Memphis,American Athletic,South Florida,59,50,349.0,40.0
2023,10,Tevin Carter,Memphis,American Athletic,South Florida,59,50,92.0,2.0
2023,10,Austin Reed,Western Kentucky,Conference USA,UTEP,21,13,102.0,20.0
2023,10,Cade McConnell,UTEP,Conference USA,Western Kentucky,13,21,214.0,24.0
2023,11,Cameron Sapp,Norfolk State,MEAC,Delaware State,44,21,174.0,12.0
2023,11,Aaron Angelos,Delaware State,MEAC,Norfolk State,21,44,133.0,15.0
2023,11,Marqui Adams,Delaware State,MEAC,Norfolk State,21,44,0.0,2.0
2023,11,Devin Leary,Kentucky,SEC,Alabama,21,49,158.0,31.0
2023,11,Jalen Milroe,Alabama,SEC,Kentucky,49,21,234.0,22.0
2023,11,Ty Simpson,Alabama,SEC,Kentucky,49,21,51.0,3.0
2023,11,Malakai Anthony,Merrimack,NEC,Central Connecticut,35,24,190.0,15.0
2023,11,Matt Jenner,Central Connecticut,NEC,Merrimack,24,35,148.0,18.0
2023,11,Ricky Ortega,Central Connecticut,NEC,Merrimack,24,35,8.0,1.0
2023,11,Darius Perrantes,Duquesne,NEC,Stonehill,28,33,298.0,25.0
2023,11,Ashur Carraha,Stonehill,NEC,Duquesne,33,28,171.0,25.0
2023,11,Nick Tanzola,Stonehill,NEC,Duquesne,33,28,-13.0,1.0
2023,11,Jake Stearney,Colgate,Patriot,Lehigh,37,21,360.0,34.0
2023,11,Dante Perri,Lehigh,Patriot,Colgate,21,37,146.0,21.0
2023,11,Brayten Silbor,Lehigh,Patriot,Colgate,21,37,70.0,12.0
2023,11,Dino Maldonado,Mississippi Valley State,SWAC,Alabama State,3,20,38.0,5.0
2023,11,Ty'Jarian Williams,Mississippi Valley State,SWAC,Alabama State,3,20,38.0,19.0
2023,11,Damon Stewart,Alabama State,SWAC,Mississippi Valley State,20,3,102.0,14.0
2023,11,Nyqua Lett,Alabama State,SWAC,Mississippi Valley State,20,3,17.0,8.0
2023,11,Jace Wilson,Texas Southern,SWAC,Alcorn State,44,10,288.0,23.0
2023,11,Trenton Leary,Texas Southern,SWAC,Alcorn State,44,10,15.0,1.0
2023,11,Aaron Allen,Alcorn State,SWAC,Texas Southern,10,44,259.0,40.0
2023,11,Chancellor Edwards,Arkansas-Pine Bluff,SWAC,Grambling,14,43,78.0,12.0
2023,11,Mekhi Hagens,Arkansas-Pine Bluff,SWAC,Grambling,14,43,65.0,17.0
2023,11,Myles Crawley,Grambling,SWAC,Arkansas-Pine Bluff,43,14,198.0,28.0
2023,11,Quinton Williams,Howard,MEAC,North Carolina Central,50,20,277.0,33.0
2023,11,Davius Richard,North Carolina Central,MEAC,Howard,20,50,77.0,25.0
2023,11,Cory Fields,South Carolina State,MEAC,Morgan State,17,20,54.0,14.0
2023,11,Tahj Smith,Morgan State,MEAC,South Carolina State,20,17,86.0,14.0
2023,11,Ralph Rucker,Bucknell,Patriot,Georgetown,47,50,296.0,41.0
2023,11,Tyler Knoop,Georgetown,Patriot,Bucknell,50,47,361.0,38.0
2023,11,Tommy Rittenhouse,Illinois State,MVFC,Murray State,44,7,165.0,23.0
2023,11,DJ Williams,Murray State,MVFC,Illinois State,7,44,123.0,22.0
2023,11,Jayden Stinson,Murray State,MVFC,Illinois State,7,44,0.0,1.0
2023,11,Harold Blood,Southern,SWAC,Prairie View A&M,21,27,123.0,19.0
2023,11,Noah Bodden,Southern,SWAC,Prairie View A&M,21,27,99.0,7.0
2023,11,Trazon Connley,Prairie View A&M,SWAC,Southern,27,21,184.0,16.0
2023,11,Will McElvain,Central Arkansas,UAC,Eastern Kentucky,27,24,291.0,44.0
2023,11,Parker McKinney,Eastern Kentucky,UAC,Central Arkansas,24,27,377.0,54.0
2023,11,Preston Weeks,Stephen F. Austin,UAC,Southern Utah,17,45,174.0,20.0
2023,11,Brian Maurer,Stephen F. Austin,UAC,Southern Utah,17,45,116.0,16.0
2023,11,Isaiah Davis,Stephen F. Austin,UAC,Southern Utah,17,45,0.0,1.0
2023,11,Justin Miller,Southern Utah,UAC,Stephen F. Austin,45,17,223.0,19.0
2023,11,Maverick McIvor,Abilene Christian,UAC,Tarleton State,30,31,172.0,26.0
2023,11,Victor Gabalis,Tarleton State,UAC,Abilene Christian,31,30,258.0,26.0
2023,11,Dante Chachere,Portland State,Big Sky,Montana,10,34,162.0,17.0
2023,11,Jalynnee McGee,Portland State,Big Sky,Montana,10,34,0.0,1.0
2023,11,Keali'i Ah Yat,Montana,Big Sky,Portland State,34,10,131.0,15.0
2023,11,Clifton McDowell,Montana,Big Sky,Portland State,34,10,127.0,14.0
2023,11,Tyler Szalkowski,Robert Morris,Big South-OVC,Charleston Southern,14,12,97.0,18.0
2023,11,Zach Tanner,Robert Morris,Big South-OVC,Charleston Southern,14,12,41.0,7.0
2023,11,Isaiah Bess,Charleston Southern,Big South-OVC,Robert Morris,12,14,227.0,23.0
2023,11,Mitch Davidson,Youngstown State,MVFC,South Dakota State,0,34,160.0,30.0
2023,11,Mark Gronowski,South Dakota State,MVFC,Youngstown State,34,0,295.0,28.0
2023,11,Chase Mason,South Dakota State,MVFC,Youngstown State,34,0,29.0,4.0
2023,11,Isaiah Davis,South Dakota State,MVFC,Youngstown State,34,0,0.0,1.0
2023,11,Angel H Flores,Northern Arizona,Big Sky,Northern Colorado,28,7,167.0,22.0
2023,11,Xander Werner,Northern Arizona,Big Sky,Northern Colorado,28,7,30.0,1.0
2023,11,PJ London,Northern Arizona,Big Sky,Northern Colorado,28,7,4.0,1.0
2023,11,Chase Belcher,Northern Arizona,Big Sky,Northern Colorado,28,7,0.0,1.0
2023,11,Shea Kuykendall,Northern Colorado,Big Sky,Northern Arizona,7,28,177.0,34.0
2023,11,Joe Green,Columbia,Ivy,Brown,14,21,128.0,29.0
2023,11,Caden Bell,Columbia,Ivy,Brown,14,21,48.0,3.0
2023,11,Jake Willcox,Brown,Ivy,Columbia,21,14,265.0,48.0
2023,11,Jackson Proctor,Dartmouth,Ivy,Cornell,30,14,149.0,19.0
2023,11,Nick Howard,Dartmouth,Ivy,Cornell,30,14,27.0,1.0
2023,11,Jameson Wang,Cornell,Ivy,Dartmouth,14,30,151.0,30.0
2023,11,Drew Powell,Cornell,Ivy,Dartmouth,14,30,2.0,1.0
2023,11,Jaden Craig,Harvard,Ivy,Pennsylvania,25,23,253.0,36.0
2023,11,Aidan Sayin,Pennsylvania,Ivy,Harvard,23,25,215.0,36.0
2023,11,Liam O'Brien,Pennsylvania,Ivy,Harvard,23,25,17.0,2.0
2023,11,Jordan Pachot,Missouri State,MVFC,Northern Iowa,35,16,326.0,35.0
2023,11,Theo Day,Northern Iowa,MVFC,Missouri State,16,35,182.0,35.0
2023,11,Kamden Sixkiller,McNeese,Southland,Houston Christian,24,35,249.0,34.0
2023,11,Ryan Roberts,McNeese,Southland,Houston Christian,24,35,11.0,1.0
2023,11,Colby Suits,Houston Christian,Southland,McNeese,35,24,135.0,22.0
2023,11,Aidan Bouman,South Dakota,MVFC,North Dakota,14,10,307.0,28.0
2023,11,Travis Theis,South Dakota,MVFC,North Dakota,14,10,25.0,1.0
2023,11,Tommy Schuster,North Dakota,MVFC,South Dakota,10,14,116.0,24.0
2023,11,Pat McQuaide,Nicholls,Southland,Lamar,37,24,106.0,17.0
2023,11,Robert Coleman,Lamar,Southland,Nicholls,24,37,289.0,35.0
2023,11,Cam Miller,North Dakota State,MVFC,Southern Illinois,34,10,232.0,19.0
2023,11,Nic Baker,Southern Illinois,MVFC,North Dakota State,10,34,114.0,17.0
2023,11,Hunter Simmons,Southern Illinois,MVFC,North Dakota State,10,34,37.0,12.0
2023,11,Bryce Patterson,Morehead State,Pioneer,Davidson,47,17,240.0,16.0
2023,11,Coulter Cleland,Davidson,Pioneer,Morehead State,17,47,83.0,27.0
2023,11,Luke Durkin,Davidson,Pioneer,Morehead State,17,47,32.0,7.0
2023,11,Kyle Wickersham,Richmond,CAA,Elon,38,24,169.0,27.0
2023,11,Savon Smith,Richmond,CAA,Elon,38,24,16.0,1.0
2023,11,Matthew Downing,Elon,CAA,Richmond,24,38,281.0,33.0
2023,11,Christopher Zellous,Hampton,CAA,William & Mary,10,31,159.0,24.0
2023,11,Tyler Hughes,William & Mary,CAA,Hampton,31,10,145.0,14.0
2023,11,Hollis Mathis,William & Mary,CAA,Hampton,31,10,18.0,2.0
2023,11,Josh Magana,East Texas A&M,Southland,SE Louisiana,14,52,128.0,13.0
2023,11,Jahrik Jones,East Texas A&M,Southland,SE Louisiana,14,52,98.0,8.0
2023,11,Mirko Martos,East Texas A&M,Southland,SE Louisiana,14,52,6.0,6.0
2023,11,Zachary Clement,SE Louisiana,Southland,East Texas A&M,52,14,160.0,25.0
