team,conf,unit,v1_pct,v2_pct,delta,dossier,cov
UTSA,American Athletic,QB,48.0,56.0,8.0,55,1.0
UTSA,American Athletic,RB,91.2,81.6,-9.6,58,0.5
UTSA,American Athletic,WRTE,76.9,74.6,-2.2,48,0.5
Utah,Big 12,DB,51.1,61.3,10.2,58,0.5
Utah,Big 12,DL,77.6,67.9,-9.7,44,0.8
Utah,Big 12,LB,76.3,71.9,-4.4,46,0.5
Utah,Big 12,OL,81.8,81.1,-0.8,46,0.5
Utah,Big 12,QB,100.0,96.0,-4.0,70,1.0
Utah,Big 12,RB,94.1,93.4,-0.7,65,0.5
Utah,Big 12,WRTE,89.6,79.1,-10.4,52,0.8
Utah State,Pac-12,DB,19.0,39.4,20.4,36,0.9
Utah State,Pac-12,DL,30.6,31.3,0.7,36,0.9
Utah State,Pac-12,LB,50.4,42.2,-8.1,36,0.8
Utah State,Pac-12,OL,21.2,15.9,-5.3,36,0.9
Utah State,Pac-12,QB,47.2,25.6,-21.6,34,0.5
Utah State,Pac-12,RB,25.0,14.7,-10.3,40,1.0
Utah State,Pac-12,WRTE,5.2,22.4,17.2,34,0.9
Vanderbilt,SEC,DB,94.2,91.2,-2.9,58,1.0
Vanderbilt,SEC,DL,88.1,77.6,-10.4,50,1.0
Vanderbilt,SEC,LB,89.6,83.0,-6.7,50,1.0
Vanderbilt,SEC,OL,55.3,85.6,30.3,46,1.0
Vanderbilt,SEC,QB,56.8,91.2,34.4,46,1.0
Vanderbilt,SEC,RB,88.2,89.7,1.5,58,1.0
Vanderbilt,SEC,WRTE,97.0,97.8,0.7,50,1.0
Virginia,ACC,DB,70.8,59.1,-11.7,52,1.0
Virginia,ACC,DL,64.2,62.7,-1.5,50,1.0
Virginia,ACC,LB,63.0,63.0,0.0,54,1.0
Virginia,ACC,OL,87.1,74.2,-12.9,58,1.0
Virginia,ACC,QB,83.2,74.4,-8.8,52,1.0
Virginia,ACC,RB,78.7,69.9,-8.8,56,1.0
Virginia,ACC,WRTE,47.0,64.9,17.9,44,1.0
Virginia Tech,ACC,DB,80.3,71.5,-8.8,60,1.0
Virginia Tech,ACC,DL,72.4,56.7,-15.7,50,1.0
Virginia Tech,ACC,LB,43.0,51.1,8.1,44,1.0
Virginia Tech,ACC,OL,40.9,53.8,12.9,42,1.0
Virginia Tech,ACC,QB,42.4,57.6,15.2,48,1.0
Virginia Tech,ACC,RB,87.5,82.4,-5.1,60,1.0
Virginia Tech,ACC,WRTE,38.8,56.0,17.2,50,1.0
Wake Forest,ACC,DB,46.7,58.4,11.7,50,0.6
Wake Forest,ACC,DL,53.0,61.2,8.2,58,1.0
Wake Forest,ACC,LB,38.5,58.5,20.0,48,1.0
Wake Forest,ACC,OL,77.3,66.7,-10.6,44,0.6
Wake Forest,ACC,QB,71.2,72.8,1.6,54,1.0
Wake Forest,ACC,RB,64.0,66.2,2.2,46,0.7
Wake Forest,ACC,WRTE,53.7,50.7,-3.0,46,1.0
Washington,Big Ten,DB,76.6,89.8,13.1,72,1.0
Washington,Big Ten,DL,85.8,88.1,2.2,62,0.9
Washington,Big Ten,LB,85.9,88.9,3.0,72,1.0
Washington,Big Ten,OL,34.8,45.5,10.6,62,0.8
Washington,Big Ten,QB,51.2,56.8,5.6,74,0.7
Washington,Big Ten,RB,51.5,46.3,-5.1,50,0.8
Washington,Big Ten,WRTE,52.2,35.8,-16.4,56,0.9
Washington State,Pac-12,DB,20.4,34.3,13.9,32,0.9
Washington State,Pac-12,DL,48.5,46.3,-2.2,30,0.7
Washington State,Pac-12,LB,11.1,34.8,23.7,28,1.0
Washington State,Pac-12,OL,28.0,11.4,-16.7,26,1.0
Washington State,Pac-12,RB,72.8,15.4,-57.4,42,1.0
Washington State,Pac-12,WRTE,49.3,18.7,-30.6,44,0.9
West Virginia,Big 12,DB,56.9,53.3,-3.6,40,0.5
West Virginia,Big 12,DL,44.0,58.2,14.2,42,0.5
West Virginia,Big 12,LB,43.7,63.7,20.0,40,1.0
West Virginia,Big 12,OL,85.6,83.3,-2.3,46,0.5
West Virginia,Big 12,QB,60.8,68.8,8.0,44,1.0
West Virginia,Big 12,RB,70.6,94.9,24.3,52,0.5
West Virginia,Big 12,WRTE,62.7,68.7,6.0,44,0.7
Western Kentucky,Conference USA,DB,71.5,44.5,-27.0,50,1.0
Western Kentucky,Conference USA,DL,3.0,0.7,-2.2,44,1.0
Western Kentucky,Conference USA,LB,17.8,3.0,-14.8,36,1.0
Western Kentucky,Conference USA,OL,19.7,25.8,6.1,42,1.0
Western Kentucky,Conference USA,QB,29.6,22.4,-7.2,52,1.0
Western Kentucky,Conference USA,RB,54.4,24.3,-30.1,46,1.0
Western Kentucky,Conference USA,WRTE,73.9,59.0,-14.9,48,1.0
Western Michigan,Mid-American,DB,33.6,32.8,-0.7,30,0.5
Western Michigan,Mid-American,DL,31.3,23.9,-7.5,18,0.7
Western Michigan,Mid-American,LB,20.7,11.1,-9.6,16,0.8
Western Michigan,Mid-American,OL,4.5,9.1,4.5,28,0.7
Western Michigan,Mid-American,QB,68.8,7.2,-61.6,46,0.5
Western Michigan,Mid-American,RB,15.4,9.6,-5.9,28,1.0
Western Michigan,Mid-American,WRTE,7.5,7.5,0.0,26,0.6
Wisconsin,Big Ten,DB,55.5,83.9,28.5,62,0.9
Wisconsin,Big Ten,DL,61.9,83.6,21.6,52,1.0
Wisconsin,Big Ten,LB,93.3,94.8,1.5,74,1.0
Wisconsin,Big Ten,OL,50.8,37.9,-12.9,48,0.8
Wisconsin,Big Ten,QB,18.4,33.6,15.2,62,1.0
Wisconsin,Big Ten,RB,44.9,39.7,-5.1,58,1.0
Wisconsin,Big Ten,WRTE,30.6,32.1,1.5,44,0.9
Wyoming,Mountain West,DB,26.3,31.4,5.1,16,0.7
Wyoming,Mountain West,DL,23.9,32.8,9.0,14,0.6
Wyoming,Mountain West,LB,55.6,45.2,-10.4,16,0.8
Wyoming,Mountain West,OL,16.7,15.2,-1.5,18,0.8
Wyoming,Mountain West,QB,28.0,19.2,-8.8,20,0.7
Wyoming,Mountain West,RB,44.1,19.9,-24.3,18,0.7
Wyoming,Mountain West,WRTE,4.5,11.2,6.7,12,0.6
