source,team_raw,norm_key,overall_rating,rank,scale,captured_date
TeamRankings Predictive,Florida,florida,17.4,16,points vs avg,2026-07-12
TeamRankings Predictive,Tennessee,tennessee,16.8,17,points vs avg,2026-07-12
TeamRankings Predictive,Washington,washington,16.4,18,points vs avg,2026-07-12
TeamRankings Predictive,Penn St,pennstate,16.4,19,points vs avg,2026-07-12
TeamRankings Predictive,Missouri,missouri,15.4,20,points vs avg,2026-07-12
TeamRankings Predictive,BYU,byu,14.6,21,points vs avg,2026-07-12
TeamRankings Predictive,SMU,smu,14.4,22,points vs avg,2026-07-12
TeamRankings Predictive,Iowa,iowa,13.9,23,points vs avg,2026-07-12
TeamRankings Predictive,Louisville,louisville,13.7,24,points vs avg,2026-07-12
TeamRankings Predictive,Auburn,auburn,13.4,25,points vs avg,2026-07-12
TeamRankings Predictive,Utah,utah,12.8,26,points vs avg,2026-07-12
TeamRankings Predictive,South Carolina,southcarolina,12.2,27,points vs avg,2026-07-12
TeamRankings Predictive,Clemson,clemson,11.6,28,points vs avg,2026-07-12
TeamRankings Predictive,Houston,houston,10.6,29,points vs avg,2026-07-12
TeamRankings Predictive,Kansas St,kansasstate,10.2,30,points vs avg,2026-07-12
TeamRankings Predictive,Pittsburgh,pittsburgh,10.0,31,points vs avg,2026-07-12
TeamRankings Predictive,Vanderbilt,vanderbilt,9.8,32,points vs avg,2026-07-12
TeamRankings Predictive,Illinois,illinois,9.2,33,points vs avg,2026-07-12
TeamRankings Predictive,Virginia,virginia,9.0,34,points vs avg,2026-07-12
TeamRankings Predictive,Kentucky,kentucky,8.9,35,points vs avg,2026-07-12
TeamRankings Predictive,Arizona St,arizonastate,8.7,36,points vs avg,2026-07-12
TeamRankings Predictive,Arizona,arizona,8.7,37,points vs avg,2026-07-12
TeamRankings Predictive,TCU,tcu,8.4,38,points vs avg,2026-07-12
TeamRankings Predictive,Wisconsin,wisconsin,8.4,39,points vs avg,2026-07-12
TeamRankings Predictive,UCLA,ucla,8.2,40,points vs avg,2026-07-12
TeamRankings Predictive,Virginia Tech,virginiatech,8.2,41,points vs avg,2026-07-12
TeamRankings Predictive,Minnesota,minnesota,8.1,42,points vs avg,2026-07-12
TeamRankings Predictive,Nebraska,nebraska,8.0,43,points vs avg,2026-07-12
TeamRankings Predictive,Florida St,floridastate,7.3,44,points vs avg,2026-07-12
TeamRankings Predictive,Oklahoma St,oklahomastate,6.7,45,points vs avg,2026-07-12
TeamRankings Predictive,Boise St,boisestate,6.7,46,points vs avg,2026-07-12
TeamRankings Predictive,Mississippi St,mississippistate,6.4,47,points vs avg,2026-07-12
TeamRankings Predictive,NC State,ncstate,6.2,48,points vs avg,2026-07-12
TeamRankings Predictive,Georgia Tech,georgiatech,5.8,49,points vs avg,2026-07-12
TeamRankings Predictive,Kansas,kansas,5.4,50,points vs avg,2026-07-12
TeamRankings Predictive,Northwestern,northwestern,4.8,51,points vs avg,2026-07-12
TeamRankings Predictive,Arkansas,arkansas,4.7,52,points vs avg,2026-07-12
TeamRankings Predictive,Baylor,baylor,4.6,53,points vs avg,2026-07-12
TeamRankings Predictive,West Virginia,westvirginia,4.5,54,points vs avg,2026-07-12
TeamRankings Predictive,California,california,4.0,55,points vs avg,2026-07-12
TeamRankings Predictive,UCF,ucf,3.3,56,points vs avg,2026-07-12
TeamRankings Predictive,Maryland,maryland,2.9,57,points vs avg,2026-07-12
TeamRankings Predictive,Wake Forest,wakeforest,2.4,58,points vs avg,2026-07-12
TeamRankings Predictive,North Carolina,northcarolina,2.1,59,points vs avg,2026-07-12
TeamRankings Predictive,Fresno St,fresnostate,2.0,60,points vs avg,2026-07-12
TeamRankings Predictive,Duke,duke,1.9,61,points vs avg,2026-07-12
TeamRankings Predictive,San Diego St,sandiegostate,1.1,62,points vs avg,2026-07-12
TeamRankings Predictive,Navy,navy,0.9,63,points vs avg,2026-07-12
TeamRankings Predictive,Rutgers,rutgers,0.8,64,points vs avg,2026-07-12
TeamRankings Predictive,Cincinnati,cincinnati,0.3,65,points vs avg,2026-07-12
TeamRankings Predictive,Iowa St,iowastate,0.0,66,points vs avg,2026-07-12
TeamRankings Predictive,Syracuse,syracuse,-0.2,67,points vs avg,2026-07-12
TeamRankings Predictive,Michigan St,michiganstate,-0.3,68,points vs avg,2026-07-12
TeamRankings Predictive,UNLV,unlv,-0.8,69,points vs avg,2026-07-12
TeamRankings Predictive,Army,army,-1.2,70,points vs avg,2026-07-12
TeamRankings Predictive,Colorado,colorado,-1.4,71,points vs avg,2026-07-12
TeamRankings Predictive,UTSA,utsa,-1.5,72,points vs avg,2026-07-12
TeamRankings Predictive,J Madison,jamesmadison,-1.5,73,points vs avg,2026-07-12
TeamRankings Predictive,Memphis,memphis,-1.5,74,points vs avg,2026-07-12
TeamRankings Predictive,Washington St,washingtonstate,-1.6,75,points vs avg,2026-07-12
TeamRankings Predictive,Texas St,texasstate,-2.0,76,points vs avg,2026-07-12
TeamRankings Predictive,New Mexico,newmexico,-2.1,77,points vs avg,2026-07-12
TeamRankings Predictive,Purdue,purdue,-2.1,78,points vs avg,2026-07-12
TeamRankings Predictive,S Florida,southflorida,-2.4,79,points vs avg,2026-07-12
TeamRankings Predictive,North Dakota State,northdakotastate,-2.8,80,points vs avg,2026-07-12
TeamRankings Predictive,Tulane,tulane,-2.8,81,points vs avg,2026-07-12
TeamRankings Predictive,Stanford,stanford,-3.0,82,points vs avg,2026-07-12
TeamRankings Predictive,E Carolina,eastcarolina,-3.7,83,points vs avg,2026-07-12
TeamRankings Predictive,Utah St,utahstate,-3.8,84,points vs avg,2026-07-12
TeamRankings Predictive,Old Dominion,olddominion,-4.6,85,points vs avg,2026-07-12
TeamRankings Predictive,Boston College,bostoncollege,-6.2,86,points vs avg,2026-07-12
TeamRankings Predictive,Hawai'i,hawaii,-6.3,87,points vs avg,2026-07-12
TeamRankings Predictive,Air Force,airforce,-7.4,88,points vs avg,2026-07-12
TeamRankings Predictive,Troy,troy,-7.7,89,points vs avg,2026-07-12
TeamRankings Predictive,W Michigan,westernmichigan,-8.3,90,points vs avg,2026-07-12
TeamRankings Predictive,W Kentucky,westernkentucky,-8.4,91,points vs avg,2026-07-12
TeamRankings Predictive,Liberty,liberty,-8.5,92,points vs avg,2026-07-12
TeamRankings Predictive,Toledo,toledo,-8.6,93,points vs avg,2026-07-12
TeamRankings Predictive,Louisiana Tech,louisianatech,-8.6,94,points vs avg,2026-07-12
TeamRankings Predictive,N Texas,northtexas,-8.7,95,points vs avg,2026-07-12
TeamRankings Predictive,Florida Atlantic,floridaatlantic,-8.7,96,points vs avg,2026-07-12
TeamRankings Predictive,Marshall,marshall,-8.8,97,points vs avg,2026-07-12
TeamRankings Predictive,Oregon St,oregonstate,-10.0,98,points vs avg,2026-07-12
TeamRankings Predictive,Louisiana,louisiana,-10.3,99,points vs avg,2026-07-12
TeamRankings Predictive,Tulsa,tulsa,-10.3,100,points vs avg,2026-07-12
TeamRankings Predictive,Miami OH,miamioh,-10.6,101,points vs avg,2026-07-12
TeamRankings Predictive,Colorado St,coloradostate,-10.7,102,points vs avg,2026-07-12
TeamRankings Predictive,Jacksonville St,jacksonvillestate,-10.7,103,points vs avg,2026-07-12
TeamRankings Predictive,S Alabama,southalabama,-10.8,104,points vs avg,2026-07-12
TeamRankings Predictive,Ohio,ohio,-10.9,105,points vs avg,2026-07-12
TeamRankings Predictive,Temple,temple,-10.9,106,points vs avg,2026-07-12
TeamRankings Predictive,UConn,connecticut,-10.9,107,points vs avg,2026-07-12
TeamRankings Predictive,App State,appalachianstate,-10.9,108,points vs avg,2026-07-12
TeamRankings Predictive,Arkansas St,arkansasstate,-11.0,109,points vs avg,2026-07-12
TeamRankings Predictive,Georgia So,georgiasouthern,-11.7,110,points vs avg,2026-07-12
TeamRankings Predictive,Delaware,delaware,-12.5,111,points vs avg,2026-07-12
TeamRankings Predictive,C Michigan,centralmichigan,-12.6,112,points vs avg,2026-07-12
TeamRankings Predictive,Wyoming,wyoming,-13.3,113,points vs avg,2026-07-12
TeamRankings Predictive,Coastal Car,coastalcarolina,-13.8,114,points vs avg,2026-07-12
TeamRankings Predictive,E Michigan,easternmichigan,-13.9,115,points vs avg,2026-07-12
TeamRankings Predictive,Kennesaw St,kennesawstate,-14.2,116,points vs avg,2026-07-12
TeamRankings Predictive,San Jose St,sanjosestate,-14.9,117,points vs avg,2026-07-12
TeamRankings Predictive,Florida Intl,floridainternational,-15.0,118,points vs avg,2026-07-12
TeamRankings Predictive,Rice,rice,-15.2,119,points vs avg,2026-07-12
TeamRankings Predictive,Buffalo,buffalo,-16.5,120,points vs avg,2026-07-12
TeamRankings Predictive,Bowling Green,bowlinggreen,-17.7,121,points vs avg,2026-07-12
TeamRankings Predictive,Southern Miss,southernmiss,-17.7,122,points vs avg,2026-07-12
TeamRankings Predictive,Akron,akron,-17.9,123,points vs avg,2026-07-12
TeamRankings Predictive,Nevada,nevada,-18.1,124,points vs avg,2026-07-12
TeamRankings Predictive,UAB,uab,-18.2,125,points vs avg,2026-07-12
TeamRankings Predictive,New Mexico St,newmexicostate,-18.4,126,points vs avg,2026-07-12
TeamRankings Predictive,Missouri St,missouristate,-18.9,127,points vs avg,2026-07-12
TeamRankings Predictive,Sacramento State,sacramentostate,-19.2,128,points vs avg,2026-07-12
TeamRankings Predictive,Georgia St,georgiastate,-19.4,129,points vs avg,2026-07-12
TeamRankings Predictive,UL Monroe,louisianamonroe,-19.8,130,points vs avg,2026-07-12
TeamRankings Predictive,N Illinois,northernillinois,-20.6,131,points vs avg,2026-07-12
TeamRankings Predictive,Middle Tenn,middletennessee,-20.9,132,points vs avg,2026-07-12
TeamRankings Predictive,UTEP,utep,-21.0,133,points vs avg,2026-07-12
TeamRankings Predictive,Kent St,kentstate,-22.1,134,points vs avg,2026-07-12
TeamRankings Predictive,Ball St,ballstate,-23.0,135,points vs avg,2026-07-12
TeamRankings Predictive,Charlotte,charlotte,-23.3,136,points vs avg,2026-07-12
TeamRankings Predictive,Sam Houston,samhouston,-24.1,137,points vs avg,2026-07-12
TeamRankings Predictive,UMass,massachusetts,-28.5,138,points vs avg,2026-07-12
